,0,1,2,3,4,5,6,7,8,9
5714,47,-2,86,-6,46,0,39,39,0,1
5715,49,0,77,0,46,-21,28,30,2,1
5716,50,3,85,0,50,0,36,36,0,1
5717,37,0,77,-2,20,-5,40,56,16,1
5718,56,0,77,4,0,0,21,77,56,4
5719,46,0,84,5,46,9,38,37,0,1
5720,54,-2,76,-17,-2,9,22,79,56,4
5721,52,-3,82,0,52,0,29,30,0,1
5722,37,0,81,0,38,24,43,42,0,1
5723,47,3,82,0,46,0,35,35,0,1
5724,39,0,83,-7,38,0,43,44,0,1
5725,37,0,77,0,24,-11,40,54,14,1
5726,43,0,81,0,42,-11,38,40,2,1
5727,54,0,87,7,54,0,33,33,0,1
5728,49,0,84,0,50,5,35,35,0,1
5729,37,4,80,0,20,3,43,59,16,1
5730,56,0,95,0,44,18,40,51,12,4
5731,45,0,86,0,46,10,40,39,0,1
5732,37,-1,79,0,26,0,42,53,10,1
5733,37,0,82,-2,36,-10,45,46,2,1
5734,41,0,108,0,38,-30,67,69,2,1
5735,55,0,77,0,-24,23,21,103,82,4
5736,49,-2,80,0,46,-29,31,34,2,1
5737,37,0,81,0,20,-6,44,61,16,1
5738,54,0,90,0,54,0,36,36,0,1
5739,57,0,86,-1,56,0,30,30,0,1
5740,37,0,77,-3,38,26,39,38,0,1
5741,37,0,106,4,36,-6,69,70,2,1
5742,53,-1,85,0,54,0,32,31,0,1
5743,39,5,90,0,38,0,51,51,0,1
5744,43,-5,76,0,44,17,32,32,0,1
5745,85,0,88,0,6,12,3,83,80,5
5746,38,0,109,0,36,-23,72,73,2,1
5747,37,0,80,0,8,20,43,72,30,1
5748,47,-1,83,0,46,0,35,36,0,1
5749,55,-1,77,-1,24,0,22,54,32,4
5750,55,0,77,0,-18,19,21,95,74,4
5751,58,0,97,4,56,0,39,40,2,1
5752,44,1,84,-2,42,-18,41,43,2,1
5753,56,0,92,0,52,4,36,40,4,4
5754,37,0,83,0,6,-20,47,78,32,1
5755,37,1,81,0,36,0,44,44,0,1
5756,37,0,103,0,20,-14,66,82,16,1
5757,55,0,77,0,8,9,22,70,48,4
5758,45,0,85,0,44,10,41,41,0,1
5759,42,-4,90,0,42,0,47,48,2,1
5760,37,0,106,-6,36,0,69,69,0,1
5761,53,0,77,0,52,-1,25,26,2,1
5762,55,0,96,0,54,10,41,42,2,1
5763,49,0,77,0,46,-26,28,30,2,1
5764,41,0,82,0,42,19,41,41,0,1
5765,46,-4,88,0,46,0,42,41,0,1
5766,55,0,77,0,-12,-21,21,90,68,4
5767,37,0,77,0,26,-11,41,52,10,1
5768,56,0,86,-3,56,0,29,29,0,1
5769,56,0,79,0,8,-12,23,71,48,4
5770,57,3,80,-4,56,0,23,23,0,1
5771,56,0,97,0,46,1,41,51,10,4
5772,56,-1,77,-4,24,-8,22,54,32,4
5773,55,0,92,2,0,0,37,92,56,4
5774,37,0,76,4,28,8,40,48,8,1
5775,37,0,76,-5,24,-24,39,52,14,1
5776,46,0,84,-4,46,7,39,38,0,1
5777,37,0,90,0,18,-10,53,72,20,1
5778,39,4,77,0,38,0,37,38,0,1
5779,55,0,92,0,8,-30,37,84,48,4
5780,56,0,95,0,50,15,40,46,6,4
5781,37,0,107,0,30,29,69,76,6,1
5782,45,0,109,0,44,0,64,66,2,1
5783,44,0,79,0,42,-20,36,38,2,1
5784,78,3,82,0,-42,0,4,126,122,5
5785,37,0,79,0,38,17,41,40,0,1
5786,41,0,83,0,42,5,42,42,0,1
5787,51,0,86,0,52,20,35,35,0,1
5788,53,-1,78,0,54,0,25,24,0,1
5789,46,0,81,-5,46,0,35,34,0,1
5790,56,0,91,-2,0,0,35,91,56,4
5791,49,0,83,-2,50,21,34,34,0,1
5792,37,0,76,-1,24,-3,39,52,14,1
5793,45,0,78,0,44,-16,33,34,2,1
5794,37,0,80,0,6,-7,43,75,32,1
5795,37,0,80,6,6,-18,43,75,32,1
5796,37,0,78,0,-4,18,41,83,42,1
5797,42,0,84,-1,42,0,42,43,0,1
5798,55,0,77,0,10,21,22,67,46,4
5799,45,5,102,0,44,0,57,58,2,1
5800,50,0,78,-1,50,0,28,29,2,1
5801,37,0,79,-2,20,-6,42,58,16,1
5802,37,5,94,0,8,-12,57,86,30,1
5803,37,1,90,0,6,0,53,85,32,1
5804,50,-4,86,-1,50,0,36,37,0,1
5805,46,0,77,0,46,-2,32,31,0,1
5806,46,-2,83,0,46,0,37,37,0,1
5807,43,-1,79,0,42,-21,35,37,2,1
5808,37,0,78,0,-6,-3,42,86,44,1
5809,40,-5,75,0,38,0,35,36,2,1
5810,46,5,79,0,46,14,33,32,0,1
5811,45,4,79,0,44,0,34,35,0,1
5812,51,0,85,0,50,-28,34,36,2,1
5813,49,3,106,0,46,-7,58,60,2,1
5814,56,2,99,0,46,0,42,52,10,4
5815,55,0,79,0,20,-2,23,58,34,4
5816,38,-5,100,0,38,0,62,62,0,1
5817,37,0,77,4,36,-12,39,41,2,1
5818,44,0,76,0,42,-20,32,35,2,1
5819,37,0,75,0,30,-20,38,44,6,1
5820,103,3,104,0,70,0,1,35,34,5
5821,37,0,75,-2,18,-5,38,57,18,1
5822,56,0,77,8,-6,0,21,85,64,4
5823,53,0,102,-6,54,9,48,48,0,1
5824,37,0,106,0,28,-3,68,77,8,1
5825,37,1,104,0,18,12,66,86,20,1
5826,49,0,88,-2,46,-28,40,42,2,1
5827,79,0,83,1,-42,0,5,127,122,5
5828,56,0,76,0,-14,23,20,92,72,4
5829,84,0,88,0,-2,-23,3,90,88,5
5830,37,0,83,0,-2,-6,47,86,40,1
5831,45,0,78,-4,44,-12,33,34,2,1
5832,37,-1,75,0,20,0,38,54,16,1
5833,38,0,106,0,38,4,68,67,0,1
5834,45,-2,81,0,44,-9,35,37,2,1
5835,37,0,109,3,34,0,72,75,4,1
5836,55,-4,76,0,-14,0,21,92,70,4
5837,41,0,78,0,42,9,37,37,0,1
5838,55,0,92,0,34,-19,37,59,22,4
5839,45,0,86,-1,44,0,41,42,0,1
5840,53,16,96,5,50,0,43,47,4,4
5841,102,-16,107,0,70,0,5,37,32,5
5842,38,0,92,1,16,10,54,77,22,1
5843,49,-4,100,-2,50,2,52,51,0,1
5844,56,0,98,0,52,11,42,46,4,4
5845,37,0,77,0,36,-17,40,41,2,1
5846,42,-1,77,1,42,0,35,35,0,1
5847,45,0,81,0,44,-19,36,37,2,1
5848,44,-2,86,0,44,3,43,42,0,1
5849,39,2,77,0,38,0,37,38,0,1
5850,37,0,76,0,16,-6,39,61,22,1
5851,41,0,86,-6,38,-12,46,48,2,1
5852,46,3,79,0,46,9,33,32,0,1
5853,56,5,87,0,56,1,31,30,0,1
5854,52,5,88,0,52,0,35,36,0,1
5855,37,0,103,0,24,-1,66,80,14,1
5856,42,5,79,0,42,0,37,37,0,1
5857,78,1,81,0,-40,114,4,123,120,5
5858,42,0,78,-6,42,0,37,37,0,1
5859,44,-1,86,0,44,8,43,42,0,1
5860,55,0,77,0,-18,-3,21,95,74,4
5861,45,0,81,0,44,17,36,37,2,1
5862,41,2,86,0,42,1,45,44,0,1
5863,37,0,77,0,18,-1,41,59,18,1
5864,37,0,76,-3,28,-15,39,47,8,1
5865,44,0,97,1,42,-23,53,55,2,1
5866,45,0,87,0,46,10,42,41,0,1
5867,37,0,83,0,28,-26,47,55,8,1
5868,44,0,84,0,44,8,40,41,0,1
5869,37,0,79,0,10,0,43,69,26,1
5870,40,5,80,0,38,0,40,41,2,1
5871,49,0,110,-2,46,-8,61,64,2,1
5872,53,-2,85,0,54,9,32,31,0,1
5873,37,-1,78,0,-2,0,41,81,40,1
5874,55,-1,98,7,46,-3,42,51,8,4
5875,37,0,75,0,18,-7,38,57,18,1
5876,45,0,76,6,44,0,31,32,2,1
5877,37,0,77,-6,34,0,40,43,2,1
5878,53,4,78,0,54,7,25,24,0,1
5879,55,0,77,0,38,-8,22,39,16,4
5880,55,0,89,-2,54,0,34,35,0,1
5881,37,0,76,0,34,2,40,43,2,1
5882,44,-1,80,0,44,1,36,36,0,1
5883,47,0,81,3,46,0,34,35,0,1
5884,38,0,90,4,8,0,52,82,30,1
5885,82,0,86,0,-6,1,4,94,90,5
5886,53,4,79,0,54,4,25,24,0,1
5887,53,2,79,0,52,-21,26,27,2,1
5888,56,0,96,-7,50,0,40,47,6,4
5889,37,0,77,0,36,8,40,41,2,1
5890,51,0,83,8,52,0,31,31,0,1
5891,43,0,83,0,44,23,39,39,0,1
5892,56,0,89,0,56,2,33,32,0,1
5893,43,0,85,-2,42,-31,42,44,2,1
5894,37,0,94,-3,8,-1,57,86,30,1
5895,37,0,78,0,-6,-16,41,86,44,1
5896,52,0,83,0,52,0,31,32,0,1
5897,51,0,82,0,50,-1,31,33,2,1
5898,49,0,84,-4,50,0,35,35,0,1
5899,38,-1,83,0,36,-27,45,47,2,1
5900,55,0,93,0,52,-6,38,42,4,4
5901,80,1,84,0,-40,2,4,126,122,5
5902,49,-3,82,0,50,3,33,33,0,1
5903,42,2,84,0,42,0,43,43,0,1
5904,85,0,88,0,6,8,3,83,80,5
5905,37,-1,77,3,38,13,40,39,0,1
5906,83,0,86,0,-4,21,3,92,88,5
5907,56,2,87,4,56,0,31,30,0,1
5908,37,0,79,0,34,12,43,46,2,1
5909,55,0,96,0,42,-3,41,55,14,4
5910,42,0,79,-2,42,-3,37,38,2,1
5911,45,3,86,0,44,0,42,42,0,1
5912,49,3,80,0,50,3,31,31,0,1
5913,46,0,77,0,46,4,32,31,0,1
5914,55,0,95,0,42,-5,40,54,14,4
5915,51,-3,86,0,50,-17,35,37,2,1
5916,44,0,76,0,42,-8,32,35,2,1
5917,37,0,76,3,24,0,39,53,14,1
5918,38,0,90,-7,6,0,52,85,32,1
5919,37,0,106,6,28,-77,69,78,8,1
5920,55,0,78,5,18,1,23,60,38,4
5921,37,0,107,0,26,-6,69,81,12,1
5922,37,0,81,0,18,-2,44,63,18,1
5923,37,0,75,0,26,-6,38,49,12,1
5924,37,0,95,4,10,0,58,85,28,1
5925,56,-2,81,2,56,12,25,24,0,1
5926,37,0,76,5,30,-11,40,45,6,1
5927,37,0,77,0,20,6,41,57,16,1
5928,56,0,77,0,10,1,22,67,46,4
5929,55,0,77,0,28,-5,21,48,28,4
5930,37,0,78,-3,34,-5,41,45,4,1
5931,53,5,104,0,54,0,50,49,0,1
5932,51,0,77,0,52,16,26,26,0,1
5933,37,0,76,7,24,4,39,53,14,1
5934,43,4,82,0,42,0,39,41,2,1
5935,44,-4,82,0,42,-22,38,41,2,1
5936,37,0,78,0,10,22,41,68,26,1
5937,48,-3,81,0,46,-7,33,35,2,1
5938,53,0,81,0,52,-13,28,30,2,1
5939,37,0,76,8,36,0,40,40,0,1
5940,45,1,80,-1,44,0,35,36,2,1
5941,57,2,82,-3,56,0,25,25,0,1
5942,37,0,94,0,12,-19,57,81,24,1
5943,41,5,76,0,42,10,35,35,0,1
5944,46,0,81,5,46,0,35,35,0,1
5945,53,0,88,0,54,0,35,34,0,1
5946,56,0,97,1,36,0,41,60,20,4
5947,49,0,78,0,46,-25,29,32,2,1
5948,54,-1,108,0,54,0,54,53,0,1
5949,37,0,75,-5,18,0,38,57,18,1
5950,49,2,86,0,50,24,37,37,0,1
5951,55,0,77,0,16,-1,21,61,40,4
5952,49,0,79,0,46,-6,30,32,2,1
5953,43,0,77,-4,42,0,34,36,2,1
5954,49,1,83,0,50,24,34,34,0,1
5955,37,0,76,-1,26,-3,40,50,10,1
5956,45,1,84,-2,44,0,40,41,0,1
5957,55,-2,98,0,42,25,42,57,14,4
5958,56,0,83,0,56,21,27,26,0,1
5959,37,0,104,0,20,-15,67,83,16,1
5960,42,4,102,0,42,0,60,61,2,1
5961,41,-1,83,-1,38,-10,42,44,2,1
5962,57,4,88,0,56,0,31,31,0,1
5963,50,-4,78,0,50,0,28,29,0,1
5964,37,0,86,0,36,-12,48,50,2,1
5965,46,0,84,-7,46,11,39,38,0,1
5966,37,0,104,-3,16,-17,67,89,22,1
5967,56,0,80,0,-22,0,24,103,80,4
5968,37,0,108,0,36,0,70,71,2,1
5969,38,0,94,0,36,14,56,58,2,1
5970,37,2,81,0,36,0,43,44,2,1
5971,49,0,81,0,46,-19,33,35,2,1
5972,37,0,83,2,34,0,46,49,2,1
5973,55,0,89,0,54,-3,34,35,2,1
5974,47,-5,90,0,46,0,44,44,0,1
5975,48,0,83,1,46,0,35,36,2,1
5976,37,0,81,6,8,0,44,73,28,1
5977,44,0,82,-4,44,0,38,38,0,1
5978,43,0,80,-4,42,-13,37,39,2,1
5979,37,0,86,0,38,23,48,47,0,1
5980,39,2,76,0,38,0,37,37,0,1
5981,56,5,86,0,54,-7,31,32,2,1
5982,37,0,106,0,36,-13,68,69,2,1
5983,49,-3,86,0,50,0,37,37,0,1
5984,51,3,77,0,52,14,26,25,0,1
5985,56,-1,95,-3,56,-4,39,39,0,1
5986,38,0,106,0,38,7,68,67,0,1
5987,49,5,81,0,50,25,33,32,0,1
5988,47,-2,83,-1,46,0,37,37,0,1
5989,44,0,82,0,42,-23,38,41,2,1
5990,37,0,77,0,26,30,40,51,10,1
5991,43,0,85,2,42,-1,42,44,2,1
5992,38,0,76,-3,38,0,37,37,0,1
5993,56,-3,97,5,44,10,41,53,12,4
5994,56,0,96,0,42,8,40,55,14,4
5995,37,0,81,1,-2,4,44,84,40,1
5996,55,-1,77,0,-24,2,21,103,82,4
5997,53,0,82,2,54,0,29,28,0,1
5998,49,0,95,-6,50,1,46,46,0,1
5999,53,3,79,0,54,2,25,24,0,1
6000,37,0,103,0,20,12,66,82,16,1
6001,44,3,107,0,44,1,63,63,0,1
6002,37,0,76,0,26,-27,39,50,10,1
6003,37,0,141,2006,34,0,104,107,4,1
6004,46,0,84,0,46,5,39,38,0,1
6005,37,0,106,0,26,3,69,80,12,1
6006,45,-2,80,0,44,0,35,36,2,1
6007,37,-5,106,0,36,0,69,69,0,1
6008,40,0,80,-1,38,5,40,41,2,1
6009,41,0,83,0,42,11,42,42,0,1
6010,50,0,78,-2,50,0,28,29,2,1
6011,37,0,95,0,28,14,58,67,8,1
6012,45,-1,106,-2,44,-4,62,62,0,1
6013,55,0,98,0,50,-13,42,49,6,4
6014,41,-4,77,0,38,-13,37,39,2,1
6015,43,0,85,-2,42,-3,42,44,2,1
6016,56,0,97,0,52,30,41,45,4,4
6017,45,-3,81,0,44,0,36,37,0,1
6018,43,-5,87,-2,44,15,44,43,0,1
6019,43,0,76,4,42,-3,33,35,2,1
6020,37,0,76,0,36,-3,39,39,0,1
6021,49,1,87,1,50,0,38,38,0,1
6022,47,0,108,2,46,0,61,62,0,1
6023,40,0,88,-6,38,0,48,50,2,1
6024,49,0,88,0,50,0,39,39,0,1
6025,55,-1,78,0,54,-2,23,24,2,1
6026,44,-1,88,0,44,3,44,44,0,1
6027,37,2,76,0,28,0,39,48,8,1
6028,47,0,84,1,46,0,37,38,0,1
6029,57,-1,81,-3,56,-4,24,24,0,1
6030,41,0,79,5,42,14,38,38,0,1
6031,43,0,86,0,42,-7,43,45,2,1
6032,45,-1,79,0,44,-24,33,35,2,1
6033,55,0,78,-6,8,0,23,70,48,4
6034,56,5,95,0,38,0,39,57,18,4
6035,63,0,111,3,62,0,48,49,2,1
6036,56,-5,98,0,42,0,42,57,14,4
6037,49,-5,86,0,50,0,37,37,0,1
6038,43,-1,106,0,42,-6,62,64,2,1
6039,37,0,76,1,26,-10,40,50,10,1
6040,56,1,98,0,42,17,42,57,14,4
6041,55,-4,78,0,10,1,23,68,46,4
6042,55,0,108,0,54,-2,53,54,2,1
6043,43,0,95,-5,44,30,52,51,0,1
6044,40,-3,86,0,38,0,47,48,2,1
6045,56,0,77,0,-12,14,21,90,68,4
6046,44,-1,76,-6,44,0,31,32,0,1
6047,53,3,79,0,52,-4,26,27,2,1
6048,55,0,97,0,50,-7,41,48,6,4
6049,37,0,80,0,16,10,43,65,22,1
6050,55,0,79,0,24,-26,23,55,32,4
6051,41,-4,80,1,42,0,39,39,0,1
6052,43,-1,108,0,42,-11,64,66,2,1
6053,56,1,81,0,-6,-15,25,88,64,4
6054,55,-1,88,0,54,0,33,33,0,1
6055,37,0,104,2,20,0,67,84,16,1
6056,55,0,76,-2,-18,0,21,94,74,4
6057,37,0,83,0,0,15,46,83,36,1
6058,56,-2,98,0,42,24,42,57,14,4
6059,56,0,81,3,-10,0,25,91,66,4
6060,51,1,84,0,50,0,33,35,2,1
6061,51,1,87,0,50,0,36,38,2,1
6062,56,0,97,0,54,11,41,42,2,1
6063,44,1,87,2,44,3,43,43,0,1
6064,39,5,77,0,38,0,38,39,0,1
6065,37,0,78,0,24,31,41,55,14,1
6066,56,-1,90,-1,54,-30,34,35,2,1
6067,43,0,75,0,42,-4,32,34,2,1
6068,48,5,106,-1,46,0,58,60,2,1
6069,37,0,80,0,24,-1,43,57,14,1
6070,37,-13,75,0,28,16,38,46,8,1
6071,43,4,88,0,42,0,45,47,2,1
6072,37,0,79,0,16,-12,43,64,22,1
6073,41,0,77,0,38,-5,37,39,2,1
6074,55,-1,79,-3,20,-7,24,59,34,4
6075,47,0,76,0,46,0,30,30,0,1
6076,56,0,95,0,38,-4,40,57,18,4
6077,38,1,77,0,36,-25,39,41,2,1
6078,56,4,84,0,54,-13,29,30,2,1
6079,46,0,84,0,44,-29,38,40,2,1
6080,49,0,81,0,46,-16,33,35,2,1
6081,37,0,77,5,28,-10,41,49,8,1
6082,37,4,76,0,36,0,39,39,0,1
6083,37,0,77,0,24,-22,40,54,14,1
6084,37,0,78,-2,34,-4,41,45,4,1
6085,41,3,89,0,38,0,48,50,2,1
6086,55,1,88,0,54,0,33,33,0,1
6087,37,0,81,0,38,28,44,43,0,1
6088,37,0,76,0,24,-26,40,53,14,1
6089,56,0,86,0,54,-7,31,32,2,1
6090,42,2,86,-1,42,-2,44,44,0,1
6091,37,0,76,0,34,-21,39,43,4,1
6092,56,0,80,0,0,30,24,80,56,4
6093,44,0,83,0,44,10,39,39,0,1
6094,37,0,77,0,12,-15,40,64,24,1
6095,49,-1,78,0,50,2,29,29,0,1
6096,38,-2,86,0,38,0,48,47,0,1
6097,51,5,81,1,52,9,29,29,0,1
6098,41,-2,81,0,38,-23,40,42,2,1
6099,45,0,78,0,44,0,34,34,0,1
6100,49,0,79,0,50,30,30,30,0,1
6101,38,0,104,-7,38,0,66,66,0,1
6102,45,0,86,0,46,7,40,39,0,1
6103,44,-3,81,2,42,-29,37,39,2,1
6104,37,0,79,0,10,97,42,69,26,1
6105,55,-1,79,-3,20,-7,23,58,34,4
6106,41,-4,82,0,42,17,41,41,0,1
6107,41,0,82,0,42,4,41,41,0,1
6108,56,1,77,0,18,30,22,59,38,4
6109,41,-5,79,-1,42,11,38,37,0,1
6110,37,0,92,5,6,0,54,86,32,1
6111,56,-2,97,6,52,0,41,45,4,4
6112,37,0,79,0,18,4,42,61,18,1
6113,37,0,75,-8,28,-2,38,46,8,1
6114,78,1,81,0,-40,142,4,123,120,5
6115,45,0,86,-2,46,18,41,40,0,1
6116,43,0,87,0,42,-14,44,46,2,1
6117,47,0,76,-2,46,-4,30,30,0,1
6118,37,0,75,0,28,-11,38,46,8,1
6119,56,0,78,0,8,24,22,70,48,4
6120,37,0,76,2,24,26,39,52,14,1
6121,55,0,92,0,26,-4,36,66,30,4
6122,47,1,77,-2,46,0,31,31,0,1
6123,49,1,81,0,50,0,32,32,0,1
6124,37,0,106,0,36,9,69,69,0,1
6125,55,0,96,0,50,26,41,47,6,4
6126,45,0,76,1,44,0,32,32,0,1
6127,56,-1,79,11,-4,0,23,84,62,4
6128,56,0,83,1,56,0,26,26,0,1
6129,37,0,77,6,36,-14,40,41,2,1
6130,55,0,77,0,-14,-17,21,92,70,4
6131,51,0,88,0,50,-23,36,39,2,1
6132,68,5,112,0,68,0,44,45,0,1
6133,37,1,97,0,30,-10,60,66,6,1
6134,37,0,80,0,12,-2,43,67,24,1
6135,37,0,76,0,26,-6,39,50,12,1
6136,39,1,78,-1,38,0,39,39,0,1
6137,42,-2,106,0,42,0,63,64,2,1
6138,56,0,76,0,-4,0,20,81,62,4
6139,39,-3,81,4,38,0,42,42,0,1
6140,43,0,109,-3,42,-3,66,67,2,1
6141,45,-51,83,0,44,370,38,39,0,1
6142,49,1,78,0,50,27,29,29,0,1
6143,38,0,90,0,38,3,52,51,0,1
6144,55,0,93,0,12,-8,38,81,42,4
6145,58,0,84,-3,56,0,27,28,0,1
6146,44,4,86,0,44,9,43,42,0,1
6147,37,0,76,0,34,19,39,42,2,1
6148,45,-1,76,0,46,14,31,30,0,1
6149,55,0,93,0,2,-3,38,91,52,4
6150,44,1,77,0,44,6,33,33,0,1
6151,55,0,78,0,46,22,23,32,8,4
6152,45,0,80,0,44,-21,35,36,2,1
6153,45,-1,87,-1,44,0,43,43,0,1
6154,37,0,79,-1,28,17,42,50,8,1
6155,45,0,78,-2,44,0,33,34,2,1
6156,37,0,97,0,10,-6,59,86,28,1
6157,45,0,81,-2,44,-3,36,37,0,1
6158,55,0,96,0,50,23,41,47,6,4
6159,45,1,88,0,44,87,42,44,2,1
6160,37,0,80,1,36,-4,43,44,2,1
6161,37,0,97,3,24,6,60,74,14,1
6162,79,0,83,-6,-40,0,4,125,120,5
6163,56,0,95,-1,42,-1,40,54,14,4
6164,46,-1,77,-4,46,-4,32,31,0,1
6165,55,0,78,0,8,-11,23,70,48,4
6166,51,0,86,-1,52,2,35,35,0,1
6167,50,-5,102,0,50,0,51,53,2,1
6168,37,0,80,-4,36,0,43,44,2,1
6169,53,-2,81,-2,54,0,27,26,0,1
6170,45,-1,86,0,46,2,40,39,0,1
6171,37,0,76,1,34,0,40,43,2,1
6172,55,0,93,0,50,27,37,44,6,4
6173,37,5,75,0,18,0,38,57,18,1
6174,55,0,77,0,-6,-3,21,85,64,4
6175,104,2,105,3,70,0,1,35,34,5
6176,55,0,78,-2,2,-8,23,75,52,4
6177,37,0,80,2,34,0,43,46,4,1
6178,43,0,88,0,44,19,45,44,0,1
6179,48,-4,77,0,46,0,30,31,2,1
6180,45,1,86,-2,44,0,42,42,0,1
6181,55,-1,80,0,-4,3,25,85,60,4
6182,48,1,89,0,46,0,41,42,2,1
6183,102,0,103,0,70,-16,1,33,32,5
6184,37,0,81,-5,36,-16,43,44,2,1
6185,45,0,88,5,44,0,44,44,0,1
6186,42,1,96,0,42,0,54,55,2,1
6187,42,-2,81,5,42,0,39,39,0,1
6188,50,-2,77,0,50,0,27,28,0,1
6189,37,0,104,0,26,-7,66,78,12,1
6190,55,0,92,-4,46,0,36,45,8,4
6191,53,0,87,1,52,-15,34,35,2,1
6192,53,-1,78,0,54,9,25,24,0,1
6193,37,0,106,-4,28,0,68,77,8,1
6194,37,0,79,0,20,-2,42,58,16,1
6195,44,-21,88,0,44,0,44,44,0,1
6196,37,0,83,0,36,11,46,46,0,1
6197,37,-1,75,0,36,0,38,39,0,1
6198,37,0,82,0,28,19,45,54,8,1
6199,47,2,85,2,46,0,38,39,0,1
6200,41,1,82,0,42,8,41,41,0,1
6201,45,2,79,0,46,21,33,32,0,1
6202,41,1,79,0,38,-21,38,41,2,1
6203,37,0,80,0,20,-3,43,59,16,1
6204,56,0,95,0,54,18,39,41,2,1
6205,104,4,105,5,72,7,1,33,32,5
6206,82,-3,86,-1,-4,-11,3,91,88,5
6207,56,4,97,0,52,4,40,45,4,4
6208,55,0,82,4,-12,0,26,95,68,4
6209,37,3,106,-2,36,0,69,70,0,1
6210,55,0,92,-6,30,-4,36,61,24,4
6211,45,0,88,0,44,-11,42,44,2,1
6212,41,-1,108,1,42,0,67,67,0,1
6213,37,0,76,2,20,-6,39,55,16,1
6214,45,3,76,0,44,0,31,32,2,1
6215,43,-2,86,0,44,4,42,42,0,1
6216,37,0,76,0,30,4,40,45,6,1
6217,102,0,103,1,70,-15,1,33,32,5
6218,43,-4,85,0,44,14,42,41,0,1
6219,37,0,78,0,12,-2,41,65,24,1
6220,56,0,95,0,50,-16,40,46,6,4
6221,55,0,95,0,36,0,40,59,20,4
6222,37,0,81,0,20,-25,44,61,16,1
6223,37,0,83,0,-2,21,47,86,40,1
6224,80,-3,84,0,-36,0,5,121,116,5
6225,52,4,87,2,52,0,35,35,0,1
6226,46,0,83,0,46,12,37,37,0,1
6227,37,0,107,0,30,9,70,76,6,1
6228,44,0,87,1,44,0,43,43,0,1
6229,46,0,84,0,46,-1,38,38,0,1
6230,37,0,78,0,16,-20,42,63,22,1
6231,53,0,84,0,52,-20,31,32,2,1
6232,51,0,84,0,52,0,33,33,0,1
6233,37,0,80,0,26,7,43,54,12,1
6234,37,0,76,-5,34,10,39,42,2,1
6235,101,-5,102,0,70,-7,1,33,32,5
6236,56,0,95,0,50,5,40,46,6,4
6237,45,1,93,0,44,0,48,49,0,1
6238,56,0,76,0,-2,14,20,79,58,4
6239,56,5,95,0,46,7,39,49,10,4
6240,37,-1,75,-3,30,-6,38,44,6,1
6241,37,0,95,0,18,4,58,77,20,1
6242,56,0,81,0,-14,-6,25,97,72,4
6243,45,1,76,-2,44,0,31,32,0,1
6244,56,3,76,0,-18,-10,20,94,74,4
6245,43,0,88,0,44,25,44,44,0,1
6246,53,1,78,0,52,-8,25,26,2,1
6247,46,0,88,8,46,0,41,41,0,1
6248,38,3,76,0,38,4,38,37,0,1
6249,37,0,83,0,38,20,45,44,0,1
6250,37,0,83,0,36,0,47,47,0,1
6251,41,1,78,0,42,8,37,37,0,1
6252,45,-4,87,0,44,-6,42,43,2,1
6253,37,0,103,0,24,-24,66,80,14,1
6254,48,0,90,0,46,-4,41,43,2,1
6255,48,-1,83,0,46,0,35,36,2,1
6256,56,0,77,0,46,1,22,31,10,4
6257,46,0,81,-3,46,1,35,34,0,1
6258,56,0,80,1,0,25,24,80,56,4
6259,42,-5,83,-6,42,0,41,41,0,1
6260,61,0,111,0,60,-10,50,52,2,1
6261,37,0,90,9,6,0,53,85,32,1
6262,47,0,109,4,46,0,63,63,0,1
6263,53,0,108,0,52,-16,55,56,2,1
6264,37,0,77,0,34,3,40,43,2,1
6265,56,0,92,0,54,2,36,38,2,1
6266,37,0,100,0,36,22,64,64,0,1
6267,37,0,79,0,34,4,41,45,4,1
6268,43,0,76,9,42,-7,33,35,2,1
6269,43,0,81,1,42,0,37,39,2,1
6270,55,0,95,0,52,3,40,44,4,4
6271,37,0,82,0,18,-4,45,64,18,1
6272,37,0,81,0,36,13,43,44,2,1
6273,39,1,81,-7,38,0,43,43,0,1
6274,37,0,83,0,0,11,47,83,36,1
6275,56,0,77,0,-10,3,21,87,66,4
6276,71,0,75,2,-40,25,4,116,112,5
6277,44,0,77,1,44,0,33,34,0,1
6278,41,0,79,7,38,-18,38,41,2,1
6279,49,0,86,0,50,14,38,37,0,1
6280,37,0,77,5,20,0,41,57,16,1
6281,56,0,92,0,50,31,36,43,6,4
6282,37,3,104,0,16,-13,66,88,22,1
6283,55,0,77,0,-20,-12,21,97,76,4
6284,48,3,81,-2,46,0,33,34,2,1
6285,42,2,82,0,42,0,40,41,0,1
6286,56,0,97,0,50,13,40,48,8,4
6287,37,0,74,-1,28,-3,37,46,8,1
6288,57,3,97,0,56,1,40,40,0,1
6289,56,0,97,0,52,-17,41,45,4,4
6290,103,-5,104,-4,72,15,1,32,30,5
6291,51,5,77,0,50,0,27,28,2,1
6292,37,0,83,0,30,-10,46,52,6,1
6293,37,0,104,-11,28,0,67,75,8,1
6294,37,0,81,0,8,-17,44,73,28,1
6295,57,2,90,0,56,0,33,33,0,1
6296,49,0,88,0,46,-23,39,41,2,1
6297,56,0,78,0,26,13,22,52,30,4
6298,102,1,104,6,70,-3,2,34,32,5
6299,55,-4,98,0,44,-30,42,54,12,4
6300,42,0,82,0,42,0,39,41,2,1
