,0,1,2,3,4,5,6,7,8
387,0.51,0.68,0.49,0.59,0.5,0.0,0.54,0.27,6
388,0.41,0.3,0.49,0.28,0.5,0.0,0.54,0.22,0
389,0.41,0.43,0.5,0.28,0.5,0.0,0.5,0.22,0
390,0.49,0.4,0.34,0.26,0.5,0.0,0.5,0.22,5
391,0.34,0.4,0.3,0.23,0.5,0.0,0.51,0.22,5
392,0.43,0.44,0.3,0.18,0.5,0.0,0.51,0.22,5
393,0.43,0.45,0.37,0.12,0.5,0.0,0.48,0.22,5
394,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,5
395,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,5
396,0.42,0.44,0.33,0.17,0.5,0.0,0.54,0.27,5
397,0.52,0.5,0.53,0.1,0.5,0.0,0.48,0.22,8
398,0.53,0.56,0.49,0.46,0.5,0.0,0.52,0.22,6
399,0.45,0.54,0.54,0.62,0.5,0.0,0.53,0.22,6
400,0.51,0.43,0.63,0.18,0.5,0.0,0.52,0.22,0
401,0.51,0.52,0.48,0.5,0.5,0.0,0.51,0.22,6
402,0.55,0.49,0.5,0.46,0.5,0.0,0.52,0.25,6
403,0.5,0.46,0.52,0.16,0.5,0.0,0.52,0.26,0
404,0.5,0.53,0.45,0.44,0.5,0.0,0.49,0.22,6
405,0.45,0.59,0.53,0.74,0.5,0.0,0.47,0.25,6
406,0.67,0.51,0.53,0.28,0.5,0.0,0.51,0.22,6
407,0.35,0.49,0.47,0.22,0.5,0.0,0.5,0.28,6
408,0.47,0.63,0.66,0.45,0.5,0.0,0.37,0.11,6
409,0.51,0.34,0.43,0.18,0.5,0.0,0.48,0.25,0
410,0.56,0.45,0.59,0.14,0.5,0.0,0.51,0.26,7
411,0.45,0.38,0.59,0.18,0.5,0.0,0.44,0.45,7
412,0.43,0.51,0.6,0.25,0.5,0.0,0.55,0.22,0
413,0.47,0.59,0.43,0.13,0.5,0.0,0.56,0.3,5
414,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26,5
415,0.89,0.81,0.36,0.71,0.5,0.0,0.55,0.63,3
416,0.58,0.55,0.52,0.22,0.5,0.0,0.44,0.22,6
417,0.59,0.57,0.46,0.14,0.5,0.0,0.52,0.22,6
418,0.49,0.41,0.32,0.21,0.5,0.0,0.5,0.32,5
419,0.35,0.53,0.35,0.33,0.5,0.0,0.5,0.32,5
420,0.42,0.32,0.61,0.13,0.5,0.0,0.14,0.27,7
421,0.5,0.46,0.42,0.32,0.5,0.0,0.56,0.55,5
422,0.68,0.5,0.43,0.27,0.5,0.0,0.61,0.22,4
423,0.5,0.45,0.49,0.3,0.5,0.0,0.47,0.4,7
424,0.46,0.41,0.5,0.44,0.5,0.0,0.53,0.22,6
425,0.4,0.51,0.42,0.13,0.5,0.0,0.45,0.25,5
426,0.7,0.73,0.37,0.37,0.5,0.0,0.48,0.31,3
427,0.81,0.76,0.32,0.37,0.5,0.0,0.51,0.22,4
428,0.65,0.61,0.39,0.3,0.5,0.0,0.57,0.28,5
429,0.47,0.43,0.35,0.32,0.5,0.0,0.54,0.22,5
430,0.42,0.25,0.6,0.14,0.5,0.0,0.45,0.22,0
431,0.23,0.34,0.41,0.28,0.5,0.0,0.5,0.27,7
432,0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25,1
433,0.34,0.31,0.6,0.37,0.5,0.0,0.5,0.3,7
434,0.59,0.53,0.47,0.26,0.5,0.0,0.53,0.31,7
435,0.67,0.63,0.34,0.41,0.5,0.0,0.6,0.33,3
436,0.7,0.73,0.38,0.36,0.5,0.0,0.54,0.22,3
437,0.54,0.51,0.54,0.52,0.5,0.0,0.47,0.25,6
438,0.53,0.5,0.54,0.56,0.5,0.0,0.49,0.41,6
439,0.84,0.63,0.38,0.23,0.5,0.0,0.53,0.22,2
440,0.36,0.35,0.47,0.22,0.5,0.0,0.44,0.31,5
441,0.57,0.49,0.48,0.16,0.5,0.0,0.51,0.22,7
442,0.38,0.49,0.54,1.0,0.5,0.0,0.5,0.27,0
443,0.43,0.32,0.56,0.27,0.5,0.0,0.47,0.27,7
444,0.84,0.87,0.45,0.54,0.5,0.0,0.28,0.22,3
445,0.27,0.56,0.56,0.18,0.5,0.0,0.52,0.22,0
446,0.89,0.82,0.6,0.49,0.5,0.0,0.55,0.22,4
447,0.86,0.92,0.5,0.37,1.0,0.0,0.53,0.32,1
448,0.37,0.55,0.29,0.32,0.5,0.0,0.51,0.22,5
449,0.87,0.83,0.57,0.36,0.5,0.0,0.36,0.22,2
450,0.43,0.45,0.54,0.14,0.5,0.0,0.5,0.31,0
451,0.52,0.48,0.54,0.28,0.5,0.0,0.54,0.22,7
452,0.77,0.6,0.42,0.33,0.5,0.0,0.57,0.22,4
453,0.76,0.74,0.56,0.34,0.5,0.0,0.51,0.3,4
454,0.58,0.76,0.4,0.37,0.5,0.0,0.54,0.3,4
455,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22,4
456,0.36,0.44,0.57,0.18,0.5,0.0,0.42,0.22,6
457,0.42,0.51,0.39,0.22,0.5,0.0,0.49,0.26,5
458,0.42,0.32,0.48,0.16,0.5,0.0,0.55,0.22,9
459,0.43,0.38,0.51,0.24,0.5,0.0,0.46,0.33,7
460,0.48,0.57,0.52,0.61,0.5,0.0,0.51,0.22,6
461,0.36,0.34,0.46,0.19,0.5,0.0,0.52,0.22,4
462,0.51,0.43,0.47,0.19,0.5,0.0,0.52,0.37,0
463,0.54,0.54,0.49,0.14,0.5,0.0,0.56,0.22,0
464,0.44,0.41,0.44,0.13,0.5,0.0,0.49,0.42,7
465,0.52,0.62,0.54,0.19,0.5,0.0,0.5,0.22,6
466,0.46,0.4,0.38,0.18,0.5,0.0,0.49,0.22,5
467,0.68,0.5,0.55,0.65,0.5,0.0,0.46,0.31,6
468,0.53,0.44,0.47,0.22,0.5,0.0,0.53,0.22,7
469,0.46,0.14,0.36,0.21,0.5,0.0,0.5,0.25,5
470,0.5,0.45,0.48,0.17,0.5,0.0,0.5,0.26,0
471,0.44,0.53,0.43,0.17,0.5,0.0,0.54,0.75,7
472,0.46,0.47,0.46,0.16,0.5,0.0,0.51,0.22,0
473,0.52,0.49,0.57,0.57,0.5,0.0,0.51,0.22,7
474,0.62,0.64,0.56,0.2,0.5,0.0,0.48,0.33,7
475,0.46,0.32,0.58,0.17,0.5,0.0,0.61,0.25,7
476,0.49,0.62,0.65,0.18,0.5,0.0,0.46,0.43,7
477,0.39,0.37,0.33,0.23,0.5,0.0,0.53,0.26,5
478,0.39,0.37,0.56,0.15,0.5,0.0,0.5,0.27,0
479,0.39,0.37,0.33,0.23,0.5,0.0,0.52,0.26,5
480,0.48,0.51,0.57,0.24,0.5,0.0,0.5,0.22,0
481,0.5,0.62,0.54,0.66,0.5,0.0,0.49,0.22,6
482,0.47,0.54,0.54,0.48,0.5,0.0,0.53,0.26,6
483,0.72,0.58,0.42,0.28,0.5,0.0,0.48,0.22,6
484,0.41,0.41,0.51,0.19,0.5,0.0,0.57,0.22,6
485,0.81,0.65,0.52,0.41,0.5,0.0,0.57,0.26,6
486,0.5,0.49,0.52,0.2,0.5,0.0,0.43,0.52,7
487,0.18,0.48,0.46,0.12,0.5,0.0,0.0,0.25,7
488,0.26,0.38,0.52,0.36,0.5,0.0,0.48,0.56,7
489,0.53,0.51,0.51,0.11,0.5,0.0,0.49,0.41,7
490,0.58,0.49,0.5,0.41,0.5,0.0,0.57,0.22,6
491,0.62,0.6,0.47,0.16,0.5,0.0,0.53,0.22,0
492,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,8
493,0.51,0.47,0.41,0.44,0.5,0.0,0.5,0.22,5
494,0.49,0.44,0.45,0.22,0.5,0.0,0.51,0.22,0
495,0.32,0.47,0.55,0.25,0.5,0.0,0.49,0.22,6
496,0.46,0.57,0.52,0.28,0.5,0.0,0.52,0.22,7
497,0.53,0.48,0.45,0.44,0.5,0.0,0.49,0.27,6
498,0.49,0.48,0.46,0.63,0.5,0.0,0.52,0.22,6
499,0.7,0.53,0.42,0.22,0.5,0.0,0.51,0.28,7
500,0.68,0.68,0.49,0.15,0.5,0.0,0.53,0.22,2
501,0.47,0.6,0.35,0.21,0.5,0.0,0.52,0.22,5
502,0.55,0.49,0.45,0.18,0.5,0.0,0.49,0.22,7
503,0.4,0.53,0.61,0.21,0.5,0.0,0.48,0.33,7
504,0.57,0.44,0.42,0.2,0.5,0.0,0.54,0.22,0
505,0.4,0.47,0.48,0.18,0.5,0.0,0.46,0.22,0
506,0.34,0.54,0.54,0.13,0.5,0.0,0.52,0.22,0
507,0.43,0.83,0.55,0.2,0.5,0.0,0.47,0.4,7
508,0.55,0.65,0.5,0.28,0.5,0.0,0.55,0.22,7
509,0.29,0.46,0.54,0.27,0.5,0.0,0.49,0.22,0
510,0.46,0.42,0.6,0.21,0.5,0.0,0.4,0.22,2
511,0.8,0.81,0.55,0.35,0.5,0.0,0.42,0.22,2
512,0.79,0.74,0.49,0.33,0.5,0.0,0.48,0.22,2
513,0.45,0.48,0.63,0.67,0.5,0.0,0.48,0.22,6
514,0.66,0.52,0.52,0.44,0.5,0.0,0.56,0.27,6
515,0.5,0.49,0.59,0.47,0.5,0.0,0.49,0.36,6
516,0.37,0.31,0.53,0.16,0.5,0.0,0.53,0.44,7
517,0.43,0.39,0.59,0.13,0.5,0.0,0.41,0.43,7
518,0.48,0.47,0.54,0.55,0.5,0.0,0.51,0.65,6
519,0.6,0.59,0.45,0.23,0.5,0.0,0.55,0.22,6
520,0.45,0.73,0.47,0.65,0.5,0.0,0.54,0.43,6
521,0.66,0.54,0.49,0.16,0.5,0.0,0.54,0.36,7
522,0.46,0.55,0.61,0.13,0.5,0.0,0.47,0.22,0
523,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,8
524,0.66,0.66,0.32,0.54,0.5,0.0,0.51,0.22,4
525,0.74,0.56,0.35,0.36,0.5,0.0,0.51,0.25,4
526,0.89,0.52,0.41,0.26,0.5,0.0,0.52,0.31,4
527,0.67,0.51,0.54,0.21,0.5,0.0,0.43,0.3,6
528,0.58,0.46,0.46,0.34,0.5,0.0,0.5,0.43,7
529,0.4,0.68,0.5,0.82,0.5,0.0,0.44,0.36,6
530,0.59,0.57,0.43,0.26,0.5,0.0,0.51,0.22,6
531,0.39,0.3,0.56,0.12,0.5,0.0,0.53,0.38,7
532,0.6,0.62,0.54,0.4,0.5,0.0,0.5,0.22,6
533,0.36,0.4,0.53,0.48,0.5,0.0,0.48,0.22,6
534,0.51,0.42,0.56,0.38,0.5,0.0,0.46,0.22,6
535,0.41,0.54,0.58,0.2,0.5,0.0,0.52,0.22,6
536,0.57,0.4,0.62,0.3,0.5,0.0,0.48,0.11,6
537,0.52,0.5,0.59,0.31,0.5,0.0,0.5,0.22,6
538,0.42,0.53,0.53,0.64,0.5,0.0,0.47,0.22,6
539,0.5,0.46,0.64,0.36,0.5,0.0,0.49,0.22,6
540,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,6
541,0.45,0.38,0.64,0.14,0.5,0.0,0.54,0.22,6
542,0.6,0.57,0.64,0.52,0.5,0.0,0.47,0.28,6
543,0.41,0.52,0.53,0.41,0.5,0.0,0.39,0.33,6
544,0.45,0.43,0.63,0.4,0.5,0.0,0.59,0.11,6
545,0.44,0.44,0.67,0.35,0.5,0.0,0.48,0.26,6
546,0.58,0.52,0.61,0.33,0.5,0.0,0.38,0.11,6
547,0.57,0.61,0.55,0.27,0.5,0.0,0.44,0.21,6
548,0.64,0.64,0.56,0.21,0.5,0.0,0.5,0.22,6
549,0.56,0.5,0.61,0.49,0.5,0.0,0.46,0.28,6
550,0.6,0.46,0.59,0.16,0.5,0.0,0.49,0.22,6
551,0.36,0.38,0.56,0.44,0.5,0.0,0.48,0.22,6
552,0.53,0.52,0.61,0.35,0.5,0.0,0.5,0.22,6
553,0.62,0.59,0.54,0.47,0.5,0.0,0.46,0.22,6
554,0.55,0.5,0.6,0.31,0.5,0.0,0.46,0.27,6
555,0.58,0.53,0.57,0.46,0.5,0.0,0.51,0.27,6
556,0.65,0.53,0.55,0.52,0.5,0.0,0.47,0.27,6
557,0.38,0.54,0.54,0.41,0.5,0.0,0.51,0.22,6
558,0.58,0.53,0.5,0.53,0.5,0.0,0.47,0.31,6
559,0.61,0.46,0.51,0.37,0.5,0.0,0.51,0.22,6
560,0.55,0.59,0.47,0.64,0.5,0.0,0.54,0.33,6
561,0.54,0.64,0.5,0.13,0.5,0.0,0.49,0.22,6
562,0.4,0.74,0.49,0.16,0.5,0.0,0.51,0.22,6
563,0.76,0.76,0.35,0.27,0.5,0.0,0.44,0.22,3
564,0.51,0.56,0.51,0.42,0.5,0.0,0.53,0.36,6
565,0.43,0.32,0.5,0.29,0.5,0.0,0.5,0.22,6
566,0.49,0.44,0.45,0.55,0.5,0.0,0.48,0.22,6
567,0.32,0.45,0.44,0.2,0.5,0.0,0.55,0.33,7
568,0.51,0.6,0.51,0.26,0.5,0.0,0.54,0.22,7
569,0.49,0.46,0.42,0.46,0.5,0.0,0.55,0.22,7
570,0.51,0.48,0.51,0.43,0.5,0.0,0.49,0.22,6
571,0.52,0.38,0.62,0.12,0.5,0.0,0.41,0.28,7
572,0.53,0.4,0.57,0.12,0.5,0.0,0.53,0.32,7
573,0.51,0.56,0.62,0.24,0.5,0.0,0.52,0.51,7
574,0.63,0.6,0.5,0.27,0.5,0.0,0.55,0.22,6
575,0.46,0.44,0.53,0.31,0.5,0.0,0.48,0.22,6
576,0.58,0.57,0.54,0.69,0.5,0.0,0.54,0.22,6
577,0.61,0.59,0.47,0.49,0.5,0.0,0.54,0.22,6
578,0.63,0.47,0.56,0.12,0.5,0.0,0.5,0.22,6
579,0.55,0.53,0.54,0.4,0.5,0.0,0.48,0.22,6
580,0.41,0.47,0.58,0.62,0.5,0.0,0.5,0.22,6
581,0.44,0.53,0.53,0.37,0.5,0.0,0.51,0.22,6
582,0.57,0.4,0.48,0.24,0.5,0.0,0.55,0.22,0
583,0.46,0.46,0.56,0.12,0.5,0.0,0.55,0.22,6
584,0.47,0.46,0.55,0.28,0.5,0.0,0.44,0.46,7
585,0.39,0.35,0.49,0.17,0.5,0.0,0.49,0.22,7
586,0.58,0.38,0.4,0.21,0.5,0.0,0.5,0.22,0
587,0.53,0.41,0.5,0.24,1.0,0.0,0.47,0.22,0
588,0.43,0.4,0.5,0.18,0.5,0.0,0.5,0.28,0
589,0.41,0.59,0.46,0.19,0.5,0.0,0.36,0.22,2
590,0.58,0.56,0.52,0.25,0.5,0.0,0.57,0.35,7
591,0.51,0.65,0.53,0.19,0.5,0.0,0.49,0.22,2
592,0.81,0.79,0.32,0.37,0.5,0.0,0.41,0.22,3
593,0.44,0.41,0.29,0.21,0.5,0.0,0.49,0.22,5
594,0.49,0.6,0.55,0.17,0.5,0.0,0.44,0.22,0
595,0.56,0.63,0.52,0.2,0.5,0.0,0.34,0.26,7
596,0.42,0.28,0.57,0.18,0.5,0.0,0.42,0.22,7
597,0.51,0.46,0.54,0.41,0.5,0.0,0.53,0.22,6
598,0.37,0.41,0.45,0.14,0.5,0.0,0.47,0.22,0
599,0.36,0.39,0.55,0.26,0.5,0.0,0.49,0.22,7
600,0.5,0.36,0.53,0.41,0.5,0.0,0.55,0.36,0
601,0.59,0.58,0.39,0.52,0.5,0.0,0.5,0.31,0
602,0.78,0.63,0.53,0.13,0.5,0.0,0.54,0.22,4
603,0.47,0.59,0.37,0.31,0.5,0.0,0.51,0.36,7
604,0.48,0.62,0.52,0.3,0.5,0.0,0.51,0.37,7
605,0.53,0.61,0.51,0.49,0.5,0.0,0.54,0.27,6
606,0.33,0.46,0.53,0.29,0.5,0.0,0.5,0.55,7
607,0.39,0.34,0.68,0.3,0.5,0.0,0.5,0.29,7
608,0.11,0.41,0.67,0.13,0.5,0.0,0.45,0.29,7
609,0.4,0.53,0.44,0.18,0.5,0.0,0.54,0.31,7
610,0.47,0.5,0.55,0.19,0.5,0.0,0.62,0.22,0
611,0.35,0.5,0.44,0.27,0.5,0.0,0.51,0.22,0
612,0.36,0.3,0.5,0.19,0.5,0.0,0.55,0.3,7
613,0.49,0.44,0.51,0.18,0.5,0.0,0.52,0.27,0
614,0.35,0.44,0.54,0.26,0.5,0.0,0.52,0.26,7
615,0.43,0.28,0.53,0.34,0.5,0.0,0.55,0.57,7
616,0.45,0.21,0.49,0.24,0.5,0.0,0.46,0.31,7
617,0.44,0.34,0.61,0.13,0.5,0.0,0.49,0.26,7
618,0.87,0.47,0.6,0.47,0.5,0.0,0.59,0.22,7
619,0.3,0.55,0.58,0.16,0.5,0.0,0.61,0.28,7
620,0.29,0.34,0.55,0.24,0.5,0.0,0.51,0.22,0
621,0.47,0.47,0.5,0.15,0.5,0.0,0.5,0.48,7
622,0.51,0.34,0.49,0.16,0.5,0.0,0.53,0.21,7
623,0.64,0.76,0.51,0.18,0.5,0.0,0.46,0.22,7
624,0.45,0.41,0.58,0.48,0.5,0.0,0.53,0.64,7
625,0.9,0.54,0.59,0.2,0.5,0.0,0.48,0.22,7
626,0.88,0.59,0.54,0.39,0.5,0.0,0.41,0.3,7
627,0.7,0.51,0.47,0.24,0.5,0.0,0.53,0.25,7
628,0.25,0.36,0.58,0.3,0.5,0.0,0.58,0.31,7
629,0.69,0.62,0.49,0.0,1.0,0.0,0.47,0.22,7
630,0.83,0.57,0.42,0.57,0.5,0.0,0.5,0.32,4
631,0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22,4
632,0.78,0.65,0.4,0.16,0.5,0.0,0.63,0.22,6
633,0.52,0.64,0.34,0.16,0.5,0.0,0.57,0.22,6
634,0.41,0.49,0.58,0.22,0.5,0.0,0.52,0.22,6
635,0.58,0.51,0.56,0.16,0.5,0.0,0.34,0.22,7
636,0.48,0.49,0.45,0.23,0.5,0.0,0.51,0.22,5
637,0.39,0.42,0.49,0.1,0.5,0.0,0.49,0.65,7
638,0.39,0.28,0.54,0.14,0.5,0.0,0.59,0.22,6
639,0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22,4
640,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,8
641,0.28,0.48,0.56,0.16,0.5,0.0,0.48,0.26,0
642,0.69,0.39,0.52,0.12,0.5,0.0,0.38,0.35,0
643,0.64,0.52,0.5,0.26,0.5,0.0,0.51,0.31,7
644,0.56,0.48,0.5,0.3,0.5,0.0,0.51,0.22,0
645,0.5,0.5,0.54,0.16,0.5,0.0,0.49,0.22,8
646,0.47,0.43,0.59,0.27,0.5,0.0,0.55,0.22,8
647,0.68,0.59,0.44,0.49,0.5,0.0,0.4,0.26,8
648,0.5,0.51,0.57,0.27,0.5,0.0,0.48,0.22,8
649,0.45,0.46,0.61,0.2,0.5,0.0,0.62,0.22,0
650,0.53,0.51,0.36,0.13,0.5,0.0,0.52,0.22,5
651,0.6,0.54,0.54,0.53,0.5,0.0,0.52,0.27,6
652,0.49,0.45,0.53,0.16,0.5,0.0,0.49,0.31,0
653,0.51,0.46,0.57,0.25,0.5,0.0,0.53,0.22,0
654,0.49,0.45,0.46,0.18,0.5,0.0,0.49,0.31,0
655,0.52,0.46,0.51,0.18,0.5,0.0,0.5,0.22,0
656,0.55,0.59,0.52,0.1,0.5,0.0,0.53,0.22,0
657,0.39,0.58,0.5,0.1,0.5,0.0,0.51,0.25,0
658,0.33,0.38,0.45,0.19,0.5,0.0,0.54,0.37,7
659,0.61,0.46,0.44,0.47,0.5,0.0,0.5,0.37,7
660,0.41,0.48,0.38,0.13,0.5,0.0,0.51,0.35,5
661,0.37,0.42,0.6,0.13,0.5,0.0,0.51,0.22,7
662,0.45,0.58,0.59,0.44,0.5,0.0,0.56,0.22,6
663,0.74,0.89,0.32,0.24,0.5,0.0,0.54,0.32,3
664,0.51,0.46,0.49,0.21,0.5,0.0,0.55,0.22,9
665,0.8,0.82,0.57,0.26,0.5,0.0,0.57,0.27,9
666,0.46,0.49,0.45,0.28,0.5,0.0,0.55,0.22,9
667,0.4,0.36,0.55,0.15,0.5,0.0,0.53,0.22,9
668,0.67,0.46,0.58,0.3,0.5,0.0,0.57,0.27,7
669,0.5,0.32,0.49,0.49,0.5,0.0,0.48,0.32,6
670,0.75,0.6,0.43,0.35,0.5,0.0,0.45,0.27,6
671,0.56,0.68,0.52,0.39,0.5,0.0,0.36,0.22,6
672,0.48,0.45,0.59,0.35,0.5,0.0,0.55,0.3,6
673,0.26,0.28,0.6,0.2,0.5,0.0,0.54,0.31,6
674,0.59,0.45,0.58,0.21,0.5,0.0,0.49,0.22,6
675,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,6
676,0.59,0.58,0.47,0.61,0.5,0.0,0.44,0.3,6
677,0.5,0.57,0.62,0.25,0.5,0.0,0.51,0.22,6
678,0.57,0.49,0.5,0.2,0.5,0.0,0.51,0.28,0
679,0.62,0.43,0.49,0.29,0.5,0.0,0.5,0.27,0
680,0.45,0.41,0.49,0.14,1.0,0.0,0.53,0.3,0
681,0.47,0.49,0.6,0.15,0.5,0.0,0.38,0.22,0
682,0.41,0.48,0.54,0.24,0.5,0.0,0.37,0.51,7
683,0.46,0.46,0.53,0.23,0.5,0.0,0.51,0.22,0
684,0.48,0.42,0.48,0.19,0.5,0.0,0.58,0.22,0
685,0.43,0.45,0.53,0.19,0.5,0.0,0.56,0.22,0
686,0.28,0.36,0.55,0.15,0.5,0.0,0.57,0.22,0
687,0.48,0.46,0.58,0.26,0.5,0.0,0.44,0.22,7
688,0.74,0.72,0.5,0.28,0.5,0.0,0.5,0.27,2
689,0.74,0.72,0.5,0.28,0.5,0.0,0.49,0.27,2
690,0.77,0.72,0.48,0.26,0.5,0.0,0.51,0.22,2
691,0.44,0.42,0.57,0.22,0.5,0.0,0.5,0.25,7
692,0.74,0.74,0.51,0.27,0.5,0.0,0.5,0.22,2
693,0.53,0.54,0.43,0.18,0.5,0.0,0.53,0.31,7
694,0.38,0.45,0.37,0.19,0.5,0.0,0.52,0.3,5
695,0.4,0.37,0.54,0.13,0.5,0.0,0.48,0.22,7
696,0.31,0.3,0.34,0.19,0.5,0.0,0.55,0.3,5
697,0.59,0.61,0.51,0.62,0.5,0.0,0.51,0.38,6
698,0.45,0.4,0.43,0.22,0.5,0.0,0.51,0.48,7
699,0.47,0.54,0.53,0.77,0.5,0.0,0.52,0.36,6
700,0.77,0.78,0.51,0.28,0.5,0.0,0.33,0.22,2
701,0.74,0.71,0.52,0.3,0.5,0.0,0.27,0.22,2
702,0.77,0.73,0.51,0.27,0.5,0.0,0.34,0.22,2
703,0.47,0.61,0.5,0.23,0.5,0.0,0.49,0.22,5
704,0.78,0.69,0.44,0.26,0.5,0.0,0.54,0.22,3
705,0.49,0.6,0.3,0.34,0.5,0.0,0.5,0.43,5
706,0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39,5
707,0.4,0.39,0.33,0.17,0.5,0.0,0.51,0.31,9
708,0.95,0.71,0.27,0.39,0.5,0.0,0.31,0.22,4
709,0.97,0.71,0.29,0.42,0.5,0.0,0.35,0.22,4
710,0.44,0.43,0.34,0.21,0.5,0.0,0.55,0.4,5
711,0.39,0.49,0.3,0.19,0.5,0.0,0.52,0.31,5
712,0.38,0.48,0.51,0.13,0.5,0.0,0.5,0.32,7
713,0.37,0.51,0.39,0.18,0.5,0.0,0.51,0.27,5
714,0.27,0.49,0.36,0.26,0.5,0.0,0.49,0.26,5
715,0.49,0.48,0.52,0.2,0.5,0.0,0.55,0.22,7
716,0.36,0.39,0.54,0.16,0.5,0.0,0.5,0.28,7
717,0.54,0.53,0.48,0.14,0.5,0.0,0.49,0.33,7
718,0.37,0.48,0.5,0.26,0.5,0.0,0.52,0.39,7
719,0.25,0.39,0.5,0.23,0.5,0.0,0.5,0.28,7
720,0.49,0.71,0.54,0.13,0.5,0.0,0.58,0.22,7
721,0.56,0.5,0.56,0.26,0.5,0.0,0.53,0.27,7
722,0.41,0.53,0.41,0.15,0.5,0.0,0.54,0.25,7
723,0.5,0.45,0.53,0.21,0.5,0.0,0.28,0.22,7
724,0.46,0.37,0.48,0.36,0.5,0.0,0.48,0.22,8
725,0.66,0.55,0.34,0.2,0.5,0.0,0.62,0.22,5
726,0.45,0.47,0.53,0.15,0.5,0.0,0.52,0.27,0
727,0.75,0.69,0.48,0.13,0.5,0.0,0.57,0.4,9
728,0.63,0.55,0.53,0.51,0.5,0.0,0.55,0.22,9
729,0.55,0.63,0.54,0.16,0.5,0.0,0.45,0.27,0
730,0.46,0.62,0.54,0.25,0.5,0.0,0.46,0.22,0
731,0.53,0.59,0.48,0.14,0.5,0.0,0.51,0.22,0
732,0.42,0.53,0.57,0.17,0.5,0.0,0.49,0.22,0
733,0.52,0.46,0.56,0.2,0.5,0.0,0.5,0.22,0
734,0.33,0.35,0.56,0.19,0.5,0.0,0.5,0.22,7
735,0.45,0.48,0.56,0.56,0.5,0.0,0.47,0.22,7
736,0.56,0.48,0.5,0.17,0.5,0.0,0.51,0.26,0
737,0.77,0.57,0.45,0.17,0.5,0.0,0.53,0.22,0
738,0.56,0.59,0.54,0.18,0.5,0.0,0.48,0.46,7
739,0.33,0.39,0.52,0.09,0.5,0.0,0.47,0.28,7
740,0.48,0.41,0.54,0.39,0.5,0.0,0.51,0.22,7
741,0.3,0.3,0.46,0.32,0.5,0.0,0.45,0.22,7
742,0.38,0.26,0.6,0.1,0.5,0.0,0.48,0.44,7
743,0.68,0.39,0.5,0.15,0.5,0.0,0.48,0.37,7
744,0.62,0.41,0.52,0.17,0.5,0.0,0.48,0.22,7
745,0.52,0.37,0.48,0.13,0.5,0.0,0.55,0.22,7
746,0.32,0.48,0.49,0.17,0.5,0.0,0.47,0.22,7
747,0.34,0.35,0.58,0.2,0.5,0.0,0.46,0.32,7
748,0.33,0.21,0.53,0.15,1.0,0.0,0.52,0.5,7
749,0.49,0.45,0.57,0.24,0.5,0.0,0.47,0.38,7
750,0.4,0.28,0.48,0.06,0.5,0.0,0.49,0.42,7
751,0.51,0.39,0.56,0.25,0.5,0.0,0.51,0.33,7
752,0.45,0.45,0.52,0.17,0.5,0.0,0.54,0.22,0
753,0.28,0.51,0.55,0.19,0.5,0.0,0.57,0.22,0
754,0.51,0.51,0.56,0.28,0.5,0.0,0.54,0.27,0
755,0.48,0.56,0.49,0.32,0.5,0.0,0.5,0.22,0
756,0.59,0.46,0.48,0.46,0.5,0.0,0.49,0.22,0
757,0.51,0.46,0.4,0.65,0.5,0.0,0.49,0.22,6
758,0.37,0.44,0.51,0.56,0.5,0.0,0.5,0.38,7
759,0.81,0.55,0.35,0.34,0.5,0.0,0.51,0.22,4
760,0.53,0.45,0.53,0.18,0.5,0.0,0.42,0.22,0
761,0.45,0.27,0.5,0.33,0.5,0.0,0.53,0.26,0
762,0.36,0.33,0.38,0.15,0.5,0.0,0.55,0.36,5
763,0.48,0.5,0.56,0.11,0.5,0.0,0.33,0.22,0
764,0.35,0.47,0.53,0.19,0.5,0.0,0.48,0.22,0
765,0.6,0.59,0.47,0.47,0.5,0.0,0.53,0.22,6
766,0.29,0.4,0.41,0.48,0.5,0.0,0.53,0.3,7
767,0.58,0.53,0.33,0.26,0.5,0.0,0.51,0.22,5
768,0.46,0.43,0.5,0.24,0.5,0.0,0.48,0.31,0
769,0.43,0.46,0.5,0.21,0.5,0.0,0.49,0.34,0
770,0.61,0.55,0.51,0.26,0.5,0.0,0.52,0.22,0
771,0.5,0.62,0.52,0.3,0.5,0.0,0.56,0.22,6
772,0.49,0.45,0.54,0.4,0.5,0.0,0.55,0.22,6
773,0.64,0.53,0.59,0.14,0.5,0.0,0.53,0.22,6
774,0.57,0.6,0.54,0.17,0.5,0.0,0.52,0.22,6
