,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
6236,5,10,6,7,4,6,8,3,6,10,7,7,3,7,5,6,18
6237,2,5,4,4,3,8,7,5,6,9,5,5,2,8,3,8,3
6238,4,4,4,6,2,5,9,9,4,7,5,8,3,8,5,10,17
6239,5,6,7,8,8,10,9,6,0,5,7,10,7,13,5,11,16
6240,5,11,7,8,11,8,8,6,4,7,6,6,7,8,9,6,3
6241,5,8,7,7,7,8,8,5,5,8,5,6,6,10,7,2,13
6242,3,1,3,3,2,7,9,5,4,7,6,7,4,8,1,7,13
6243,5,9,4,4,3,7,6,3,3,8,6,8,4,9,8,6,6
6244,2,5,1,4,1,7,7,1,7,7,6,8,0,8,3,8,8
6245,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,8
6246,3,8,5,6,3,9,2,2,3,8,2,8,2,6,3,7,0
6247,4,9,6,6,2,7,7,3,0,7,0,8,3,7,1,8,0
6248,5,7,6,6,5,6,7,6,7,7,5,7,4,7,5,5,3
6249,6,9,8,8,9,7,8,4,4,7,5,7,7,9,6,7,13
6250,3,9,3,7,2,2,7,6,10,7,7,15,0,8,7,7,4
6251,3,5,4,7,6,7,9,3,2,7,7,8,3,11,7,6,24
6252,4,7,5,5,2,7,5,12,5,7,15,8,3,9,0,8,20
6253,3,7,4,4,2,7,9,14,2,7,3,8,3,8,0,8,7
6254,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,24
6255,2,4,3,2,1,8,2,2,2,8,2,8,2,6,2,7,0
6256,6,5,9,8,4,8,7,5,2,7,8,8,9,9,0,8,22
6257,3,5,4,3,3,5,7,4,7,6,6,11,3,8,4,10,10
6258,4,6,6,4,3,7,10,4,4,12,5,3,1,10,2,8,15
6259,6,10,6,7,4,9,6,8,6,10,3,8,4,8,4,6,14
6260,3,7,5,5,3,12,3,2,2,9,2,9,2,5,2,8,0
6261,5,10,5,7,4,5,11,2,8,11,10,5,1,11,3,4,19
6262,6,10,8,8,6,7,8,6,6,6,6,4,9,10,5,6,13
6263,3,8,4,6,2,1,14,5,3,12,10,5,0,8,2,6,5
6264,6,9,7,4,4,10,10,6,3,5,7,9,10,13,2,6,12
6265,3,1,5,3,2,8,2,2,2,7,1,8,2,7,2,7,0
6266,1,0,2,1,0,8,9,3,2,7,12,8,2,11,0,8,21
6267,3,9,5,6,2,7,5,4,5,14,7,12,1,6,1,6,9
6268,6,11,9,8,5,7,11,3,2,6,11,9,3,10,3,9,21
6269,6,10,8,8,8,7,10,6,3,5,6,10,4,7,7,7,6
6270,6,11,6,8,3,4,9,9,2,7,3,11,4,8,2,11,10
6271,6,9,6,6,4,5,9,1,7,8,9,5,2,11,3,4,24
6272,5,8,5,6,4,7,9,7,4,10,7,6,4,9,4,8,14
6273,2,2,3,3,1,4,4,4,7,2,1,6,0,7,1,6,11
6274,1,0,2,0,0,7,9,3,2,7,12,8,2,10,0,8,21
6275,6,10,5,5,3,4,4,4,5,4,7,7,4,6,2,8,20
6276,2,3,3,2,1,5,8,5,6,11,9,9,3,9,1,6,20
6277,2,3,3,2,1,7,8,6,6,7,9,8,3,10,1,8,20
6278,3,4,6,3,3,6,7,2,7,10,7,10,3,8,3,7,10
6279,3,2,3,3,2,8,7,6,5,7,6,8,2,9,9,8,18
6280,3,7,5,4,2,8,3,3,3,7,2,8,3,6,3,8,0
6281,3,3,3,2,1,5,12,3,5,11,9,4,2,11,1,5,19
6282,2,8,4,6,2,12,3,3,2,10,1,9,2,6,2,8,0
6283,4,6,6,4,4,7,7,3,6,10,7,8,3,9,3,7,7
6284,4,8,6,6,3,9,7,1,8,10,3,7,2,8,3,8,23
6285,2,2,3,3,2,8,7,7,3,6,6,9,2,9,3,9,16
6286,3,3,5,4,1,9,3,3,2,8,2,9,3,6,2,8,0
6287,4,5,6,8,9,7,5,4,3,8,8,9,5,10,6,10,24
6288,4,7,5,5,5,5,7,5,3,7,5,9,3,5,9,8,10
6289,4,8,6,6,4,8,7,2,9,12,6,7,1,7,6,8,25
6290,7,12,6,6,4,8,6,4,5,10,5,8,6,7,7,10,1
6291,10,11,10,8,6,2,11,2,3,10,11,9,8,10,2,6,22
6292,4,8,7,6,5,9,5,2,5,10,2,6,2,6,3,8,0
6293,7,9,9,8,9,7,8,5,5,7,7,10,8,9,10,9,4
6294,3,6,4,4,2,8,10,2,6,5,12,8,2,11,2,8,24
6295,5,9,6,7,3,9,7,2,6,14,3,7,0,7,0,8,9
6296,1,0,2,1,0,8,7,7,4,7,6,8,2,8,3,8,14
6297,6,11,6,8,3,4,8,6,8,12,10,13,1,9,3,7,2
6298,5,7,6,5,4,7,8,7,5,8,6,5,4,9,3,7,3
6299,2,1,3,1,1,7,5,11,5,7,14,8,3,10,0,8,20
6300,6,7,6,9,7,8,5,7,4,8,6,7,6,8,6,9,16
6301,8,10,11,8,9,9,6,2,5,9,4,7,11,9,3,8,12
6302,4,6,5,4,2,8,7,12,1,6,9,8,8,6,0,8,12
6303,4,10,6,8,6,7,6,6,5,7,7,9,8,5,2,8,12
6304,8,14,7,8,5,7,6,5,5,6,7,8,5,7,3,7,20
6305,4,7,5,5,3,8,9,3,5,13,4,3,1,10,3,9,15
6306,2,3,2,2,2,7,9,6,3,7,6,8,4,8,1,7,13
6307,6,11,6,6,3,5,10,4,3,10,8,5,4,11,2,8,21
6308,1,1,2,3,1,9,6,3,5,12,5,10,1,6,2,6,9
6309,3,9,5,6,4,7,7,3,8,5,6,8,2,8,6,7,23
6310,5,10,6,8,6,5,8,6,6,6,5,9,4,8,6,10,17
6311,7,10,7,5,3,7,8,4,3,13,8,7,3,9,4,8,18
6312,2,7,3,5,2,11,7,0,7,10,3,6,0,8,1,7,9
6313,6,11,5,6,4,8,7,4,3,9,6,7,4,9,9,8,6
6314,2,5,2,4,2,7,7,5,8,6,6,8,2,8,7,8,25
6315,2,1,3,2,2,7,7,5,7,7,6,8,2,8,5,10,4
6316,4,10,5,8,5,8,7,7,4,9,5,6,3,8,3,7,14
6317,1,1,2,2,0,7,7,2,11,9,6,8,0,8,6,8,25
6318,2,4,4,3,2,9,6,4,6,11,4,6,2,8,3,8,3
6319,1,0,1,0,0,7,7,10,1,7,6,8,2,8,0,8,7
6320,9,15,8,9,4,9,10,6,4,6,10,6,6,13,3,6,21
6321,1,1,2,1,1,5,11,7,2,10,6,4,1,9,3,8,15
6322,1,1,2,2,1,10,6,3,5,12,5,9,1,7,1,7,9
6323,4,7,6,6,5,9,5,2,3,8,4,9,4,7,6,12,10
6324,2,1,3,3,1,6,12,3,6,8,11,7,1,11,1,7,19
6325,9,12,9,6,4,7,8,5,4,9,10,9,7,10,5,9,7
6326,2,0,3,1,1,7,5,11,5,7,14,8,3,10,0,8,20
6327,2,3,2,2,1,6,10,5,4,9,7,3,1,9,3,6,15
6328,5,10,8,8,4,10,11,2,8,3,11,8,1,11,2,9,24
6329,2,1,2,2,1,5,11,3,5,11,9,5,1,10,3,6,5
6330,3,7,4,5,2,7,8,3,12,8,6,8,0,8,7,7,25
6331,3,4,4,3,2,6,7,5,5,9,7,10,2,8,4,10,6
6332,6,12,5,7,4,7,6,4,6,9,5,6,5,9,7,6,3
6333,4,4,5,6,3,6,9,10,5,6,5,8,3,8,5,10,17
6334,4,11,5,8,4,5,10,8,4,9,7,3,2,10,4,7,15
6335,5,9,6,6,1,7,7,5,4,7,6,8,3,8,4,8,23
6336,2,3,4,2,1,9,7,3,4,10,3,6,5,9,0,7,13
6337,4,11,8,8,6,9,5,1,4,7,2,6,3,8,6,6,0
6338,4,6,6,4,5,7,8,5,6,7,5,8,3,8,3,8,7
6339,5,11,5,8,5,7,7,13,1,6,6,8,6,9,1,6,13
6340,5,9,6,7,3,7,5,6,10,5,6,10,0,9,9,8,18
6341,2,3,4,2,3,7,6,3,4,9,7,8,6,5,1,8,12
6342,4,10,6,7,2,8,15,1,6,7,11,8,0,8,0,8,19
6343,2,2,3,3,2,8,7,3,8,6,6,8,2,8,5,9,23
6344,3,5,4,3,2,4,12,2,3,9,11,7,3,10,1,7,21
6345,3,5,4,3,2,7,7,3,9,6,6,8,3,8,6,7,23
6346,4,11,4,8,5,6,8,9,4,7,5,7,3,8,5,11,17
6347,1,0,2,0,0,7,14,2,3,7,10,8,0,8,0,8,19
6348,1,3,2,2,1,6,5,2,8,7,3,9,0,7,2,8,11
6349,4,9,5,7,4,7,5,3,0,7,1,8,2,7,1,8,0
6350,3,7,4,5,2,3,4,3,9,2,1,7,0,7,1,5,11
6351,6,9,8,7,5,9,8,1,8,14,5,6,5,8,5,9,5
6352,4,9,6,7,5,10,7,3,6,10,3,7,3,6,4,10,17
6353,3,6,5,5,4,8,7,2,4,9,3,8,4,6,4,10,10
6354,3,5,6,4,4,9,6,3,6,10,5,7,2,8,5,9,1
6355,7,8,7,6,3,3,10,6,8,13,12,8,3,9,1,7,20
6356,4,9,6,6,6,5,7,3,6,8,7,11,7,11,6,7,11
6357,3,5,5,3,3,8,7,2,6,10,5,7,2,8,4,10,1
6358,5,10,6,7,3,7,7,6,9,5,6,8,0,8,9,7,18
6359,6,11,6,8,5,3,6,7,4,7,8,12,3,8,3,11,10
6360,3,3,4,4,1,10,13,3,3,3,11,9,0,10,0,8,24
6361,6,10,9,8,5,7,10,2,7,14,6,4,0,10,2,9,15
6362,6,11,9,8,8,7,9,5,1,7,9,8,9,10,1,7,22
6363,1,0,2,0,0,7,8,4,0,7,8,8,5,9,0,8,22
6364,2,5,3,4,2,6,8,7,7,8,8,13,1,9,4,10,2
6365,3,4,4,2,1,5,11,2,7,11,9,4,1,10,2,5,19
6366,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,8
6367,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,8
6368,5,8,7,6,4,7,8,2,10,12,7,8,1,9,6,7,25
6369,2,1,2,1,1,8,8,4,0,7,8,8,6,10,0,8,22
6370,6,11,8,8,5,6,9,3,11,11,9,6,2,8,6,5,25
6371,5,11,7,8,3,7,7,4,15,9,6,8,0,8,9,8,25
6372,2,6,2,4,1,13,4,5,4,13,2,9,0,7,0,8,9
6373,3,7,4,5,3,8,8,8,6,7,5,8,2,8,3,7,14
6374,4,10,5,8,3,9,7,9,7,7,6,10,3,8,4,8,14
6375,2,1,2,1,1,5,11,7,2,9,6,4,1,9,3,8,15
6376,5,9,7,6,4,7,9,6,5,7,6,7,7,9,3,7,13
6377,6,7,8,5,4,4,8,3,6,10,10,11,4,7,3,6,10
6378,8,11,8,9,8,4,11,2,2,9,8,7,7,12,2,6,22
6379,5,9,5,4,3,8,6,2,8,11,6,9,3,7,6,7,25
6380,3,5,4,6,3,7,8,5,2,7,9,11,3,9,5,7,16
6381,4,8,5,6,2,5,8,6,8,11,9,13,1,9,3,7,2
6382,1,0,2,0,1,6,10,7,2,7,5,8,2,7,4,9,17
6383,4,7,6,5,3,4,9,3,9,11,9,10,2,8,4,5,4
6384,7,9,7,7,5,5,12,4,6,11,9,4,2,12,2,4,19
6385,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,8
6386,2,7,3,5,1,9,6,0,7,13,5,8,0,8,1,8,8
6387,5,10,8,8,8,5,6,4,7,6,6,12,5,7,7,10,10
6388,3,6,5,4,5,8,7,4,4,7,5,7,5,10,6,4,13
6389,4,6,6,6,6,6,8,4,3,6,5,9,7,6,7,8,17
6390,3,5,5,4,2,10,7,1,8,11,3,7,2,8,3,9,23
6391,1,0,1,1,0,6,7,8,5,7,6,6,2,8,2,8,3
6392,3,4,4,3,3,4,10,4,2,9,8,7,5,11,1,6,22
6393,5,7,6,5,5,6,7,7,6,7,6,8,3,9,6,10,19
6394,3,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,19
6395,3,8,5,6,3,5,7,6,8,8,5,11,1,9,4,9,2
6396,3,2,5,4,2,8,2,2,2,7,1,8,2,6,2,7,0
6397,1,0,1,0,0,6,7,6,4,7,6,6,2,8,2,8,3
6398,5,9,6,7,4,5,7,6,9,7,6,13,1,8,4,9,2
6399,4,4,5,3,2,4,12,3,3,9,11,7,2,10,1,8,21
6400,4,9,6,7,4,9,7,6,5,6,6,4,5,8,2,5,13
6401,4,9,5,6,3,5,8,7,7,8,8,14,2,9,4,10,2
6402,3,9,4,7,4,7,7,5,7,5,6,8,1,8,9,7,18
6403,2,1,4,2,1,6,10,2,7,8,11,8,1,11,2,7,24
6404,4,10,7,8,2,7,8,4,3,7,14,8,3,9,0,8,21
6405,1,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,8
6406,2,4,4,3,2,9,2,2,2,8,2,9,1,6,1,7,0
6407,5,8,7,6,4,6,9,3,10,11,9,5,1,8,6,5,25
6408,4,6,4,4,2,6,12,8,3,7,3,9,2,7,5,11,17
6409,3,5,5,4,3,9,7,4,5,10,3,7,5,6,4,9,17
6410,4,5,6,8,2,8,4,3,2,7,1,8,3,7,2,8,0
6411,5,9,5,6,6,7,6,10,1,7,8,8,8,4,0,8,12
6412,3,3,4,4,1,2,13,5,4,12,10,6,0,8,2,6,5
6413,5,8,8,7,9,8,6,5,5,7,6,7,8,11,9,6,1
6414,7,6,9,5,9,7,7,5,4,6,5,8,10,8,5,5,12
6415,4,5,6,5,5,8,9,4,5,7,6,8,3,7,8,8,9
6416,4,7,4,5,3,8,6,6,3,10,5,10,3,8,2,8,14
6417,6,8,10,6,7,4,7,3,5,11,10,11,9,8,4,7,12
6418,4,7,5,5,4,6,8,8,5,5,6,11,4,9,5,5,20
6419,3,3,4,2,1,5,13,4,3,10,11,6,2,10,1,8,21
6420,3,7,4,5,2,3,8,6,11,7,6,15,0,8,7,7,4
6421,3,8,5,6,3,12,3,2,2,10,2,9,2,6,2,8,0
6422,4,5,5,5,5,5,8,3,4,7,6,11,4,10,7,9,2
6423,6,9,8,6,6,6,7,8,6,7,5,7,3,8,3,9,13
6424,2,3,3,2,1,6,10,3,5,13,6,4,1,9,1,8,5
6425,3,7,5,5,5,7,9,6,3,6,6,10,3,7,7,8,6
6426,8,10,9,8,5,3,9,5,7,10,10,9,3,9,2,6,20
6427,3,7,5,5,1,5,8,5,3,9,14,8,3,10,0,8,21
6428,8,12,6,6,4,7,7,5,6,10,5,8,6,6,7,10,1
6429,3,9,4,7,1,12,2,10,4,14,5,13,1,6,0,8,9
6430,6,7,9,9,8,9,12,3,2,8,7,6,4,11,8,6,7
6431,3,10,4,8,3,5,8,7,8,7,8,14,1,8,4,10,2
6432,7,9,7,4,3,8,8,4,5,8,5,7,6,7,4,8,7
6433,5,4,5,6,2,7,4,14,5,7,14,8,3,9,0,8,20
6434,7,10,5,14,5,7,10,3,3,11,7,7,3,8,14,7,25
6435,3,4,4,6,2,7,6,8,7,6,6,9,2,7,5,11,6
6436,2,4,4,3,2,9,2,2,1,8,2,9,2,7,2,8,0
6437,4,9,4,7,4,3,7,5,9,7,7,13,0,8,7,9,4
6438,4,4,4,5,3,5,12,8,4,7,3,9,3,7,6,11,17
6439,2,4,4,2,2,7,10,4,3,12,5,3,1,10,2,8,15
6440,5,8,5,6,4,6,7,9,8,7,7,6,2,8,3,8,3
6441,5,9,6,8,7,6,7,5,5,6,7,12,6,9,8,10,2
6442,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,0
6443,3,5,4,4,3,7,8,5,8,7,5,9,2,8,6,9,4
6444,3,7,5,5,2,6,3,3,8,6,2,8,1,6,3,7,11
6445,5,7,6,5,3,8,8,4,9,11,4,7,2,6,5,9,18
6446,9,12,7,7,3,7,11,6,4,10,10,4,5,12,3,9,21
6447,3,6,3,4,2,3,8,6,10,7,6,14,0,8,7,8,4
6448,3,9,5,7,1,6,8,4,3,7,14,8,3,9,0,8,21
6449,4,10,4,8,1,0,1,6,6,0,0,6,0,8,0,8,11
6450,4,9,5,6,5,7,7,5,9,7,6,8,1,8,7,8,25
6451,2,1,3,2,2,5,10,4,5,11,9,5,1,10,3,6,5
6452,7,13,7,7,3,6,5,5,6,3,9,8,5,9,2,7,20
6453,4,8,4,6,2,4,7,8,2,7,7,11,3,8,3,11,10
6454,4,6,7,4,3,9,7,1,8,10,4,7,3,8,3,8,23
6455,3,2,4,3,3,7,7,5,5,6,5,6,3,7,4,8,17
6456,5,8,6,10,7,7,9,5,5,8,6,8,4,10,7,5,5
6457,3,8,4,6,3,5,4,2,9,3,2,7,3,7,2,5,11
6458,2,4,3,3,2,9,8,3,4,12,4,3,1,10,3,9,15
6459,5,8,6,6,5,4,11,4,5,11,9,4,0,10,4,7,15
6460,5,8,5,6,4,8,6,12,4,7,12,8,3,9,0,8,20
6461,5,11,6,8,7,7,9,6,5,7,5,6,3,8,6,8,1
6462,4,5,5,4,4,6,7,5,7,6,4,7,3,8,5,6,3
6463,2,5,3,3,1,6,4,1,8,7,2,10,0,7,2,8,11
6464,4,8,6,6,7,6,7,3,6,6,7,11,3,10,8,7,4
6465,3,7,5,4,1,8,11,2,2,5,12,8,1,11,0,8,24
6466,7,10,9,9,9,8,9,4,4,7,4,7,9,6,7,6,13
6467,6,7,6,5,2,3,12,5,4,12,12,7,3,10,1,8,21
6468,4,10,6,7,7,6,7,3,6,7,7,11,5,11,6,5,11
6469,3,7,4,5,3,9,8,5,8,5,5,5,0,7,8,8,18
6470,5,7,7,5,5,6,7,6,7,7,6,8,6,8,3,8,7
6471,1,2,1,3,1,7,7,1,7,7,6,9,0,8,3,8,8
6472,6,7,8,9,9,6,8,4,3,9,8,6,6,11,6,6,15
6473,4,5,4,8,4,6,8,10,7,7,5,7,2,8,9,10,1
6474,4,7,6,5,6,8,8,4,2,8,7,8,7,11,5,8,21
6475,2,6,3,4,1,8,7,3,6,15,5,9,1,6,1,7,9
6476,3,9,5,6,4,6,9,3,6,10,9,4,4,10,4,7,15
6477,4,10,5,8,7,7,8,3,6,5,7,10,5,10,10,11,4
6478,4,5,5,7,2,7,7,4,15,9,6,8,0,8,8,8,25
6479,6,6,8,8,9,6,9,5,3,8,8,6,6,12,5,7,15
6480,3,7,6,5,6,10,7,1,5,9,5,6,4,10,5,7,5
6481,4,8,3,12,3,9,7,3,3,11,5,5,3,8,6,10,9
6482,3,4,5,3,2,10,2,2,1,8,2,9,4,5,2,9,0
6483,3,6,4,4,3,6,11,3,5,11,8,5,3,12,2,5,19
6484,8,11,11,8,9,9,6,3,7,10,4,8,6,8,5,8,7
6485,5,9,7,7,7,7,7,3,7,7,7,11,5,10,8,9,4
6486,5,6,8,5,8,9,8,5,4,7,6,7,11,9,7,5,12
6487,4,8,6,6,8,9,9,4,4,8,7,5,4,9,8,6,3
6488,1,3,3,2,2,6,8,2,7,11,7,9,2,8,4,9,4
6489,5,8,7,6,7,7,8,4,6,7,6,9,5,8,5,7,19
6490,3,7,4,5,3,4,10,3,5,10,10,6,1,10,3,6,5
6491,6,9,5,4,3,7,8,6,6,10,5,6,4,7,5,7,6
6492,4,9,6,6,4,5,5,2,9,4,2,7,3,7,2,5,11
6493,4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8,23
6494,7,10,8,8,5,4,8,6,7,12,10,12,2,11,3,7,2
6495,4,10,5,8,5,7,7,5,8,5,6,8,0,8,9,8,18
6496,2,1,3,2,1,7,12,2,2,7,11,8,2,11,0,8,21
6497,3,11,4,8,2,0,11,4,6,11,11,9,0,8,2,6,5
6498,2,5,4,4,2,7,7,3,9,6,6,8,2,8,6,8,23
6499,5,8,5,6,3,3,10,2,7,11,11,6,1,11,2,5,24
6500,6,9,8,8,8,7,6,4,5,6,6,8,7,9,2,8,20
6501,5,8,7,6,3,7,8,1,8,10,6,8,3,8,4,7,23
6502,3,4,4,5,1,4,7,8,2,7,5,11,4,8,2,11,10
6503,2,2,2,2,1,7,8,5,2,7,8,10,2,9,4,8,16
6504,5,5,7,7,8,8,7,4,2,7,8,7,7,12,5,7,15
6505,6,11,8,8,5,7,11,6,4,12,5,2,1,11,4,9,15
6506,3,6,4,4,2,5,10,8,2,7,4,8,2,7,6,11,17
6507,2,1,2,2,1,7,7,8,5,6,6,7,2,8,7,10,1
6508,5,8,7,6,5,11,5,2,4,9,3,6,7,6,2,8,12
6509,3,5,4,4,3,8,7,3,9,6,6,8,2,8,6,8,23
6510,5,6,8,4,4,8,8,2,5,10,4,6,5,9,1,7,13
6511,3,5,4,4,2,6,7,6,6,10,7,11,2,9,4,9,6
6512,4,6,5,4,5,7,9,5,4,6,6,9,4,7,7,7,4
6513,10,15,9,8,6,7,6,5,5,6,7,8,5,5,3,7,20
6514,3,9,5,6,1,7,8,4,2,7,14,8,3,9,0,8,21
6515,4,9,4,4,2,7,4,2,4,7,2,7,2,7,5,8,18
6516,2,1,2,2,1,7,8,4,0,7,8,8,6,10,0,8,22
6517,5,10,6,8,4,9,6,5,8,11,2,8,2,7,5,11,18
6518,6,6,7,9,4,8,6,8,7,5,7,8,3,8,5,9,16
6519,6,9,8,7,7,6,7,5,5,7,6,8,6,7,7,11,7
6520,3,8,6,6,3,11,2,2,2,9,2,9,3,7,3,9,0
6521,4,6,5,4,3,6,9,3,8,11,9,6,2,9,6,5,25
6522,4,8,6,6,5,3,8,2,6,10,10,11,3,8,3,6,10
6523,2,7,4,5,2,11,3,3,2,10,2,9,2,6,2,8,0
6524,3,5,3,6,3,8,8,5,2,8,8,11,2,9,5,8,16
6525,2,4,3,2,2,6,7,5,6,9,7,10,1,8,4,9,6
6526,5,7,7,6,6,5,6,4,5,7,6,11,4,10,7,10,2
6527,2,8,3,6,2,8,7,0,7,13,6,9,0,8,1,8,8
6528,4,5,5,5,2,8,5,8,8,6,4,8,3,8,4,8,16
6529,4,9,4,7,2,3,7,7,3,7,7,12,3,8,3,10,10
6530,2,8,3,6,2,9,6,2,7,12,3,8,1,6,1,6,9
6531,2,11,0,8,2,7,7,5,3,7,6,8,0,8,0,8,8
6532,2,6,4,4,5,9,8,4,4,7,6,6,3,8,7,4,3
6533,3,10,4,7,3,6,9,11,5,7,5,8,3,8,5,10,17
6534,5,5,6,8,4,8,7,12,2,6,9,8,9,6,0,8,12
6535,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,8
6536,4,9,6,7,6,7,5,6,2,7,7,8,6,8,4,8,22
6537,3,5,5,3,3,8,6,2,6,10,5,8,3,7,3,8,7
6538,4,7,6,5,4,9,6,1,7,11,4,8,3,8,4,11,4
6539,3,4,5,3,3,9,11,3,2,5,9,8,6,11,1,8,22
6540,5,8,7,6,3,5,9,3,9,11,7,6,2,7,5,5,18
6541,5,8,6,10,7,7,10,4,2,6,9,11,3,9,6,8,16
6542,4,8,5,5,3,5,11,8,3,7,4,8,3,7,6,11,17
6543,4,9,4,4,2,10,4,3,3,11,6,10,3,10,4,10,11
6544,2,2,3,3,2,8,8,7,3,5,6,10,2,9,5,10,16
6545,5,9,6,7,4,9,4,7,6,8,6,6,2,7,4,6,9
6546,2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8,8
6547,4,6,5,4,3,6,8,6,6,10,8,9,2,8,4,9,6
6548,4,5,5,3,4,8,6,6,4,7,7,8,8,5,2,7,12
6549,3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8,23
6550,4,7,4,5,1,3,12,4,5,13,11,5,1,11,1,6,24
6551,6,11,7,8,6,7,7,13,1,6,6,8,6,8,0,8,13
6552,2,4,4,3,2,8,7,4,6,10,4,6,2,8,3,8,3
6553,4,4,4,6,2,7,5,14,5,7,13,8,3,9,0,8,20
6554,1,3,2,2,1,11,6,2,5,11,4,8,0,7,0,7,9
6555,2,5,5,3,2,7,8,2,9,12,6,8,1,9,5,8,25
6556,4,8,6,6,6,7,7,4,4,7,5,7,4,6,9,10,10
6557,2,1,2,1,1,7,7,6,6,7,6,5,2,8,2,7,3
6558,8,13,8,7,5,12,4,3,6,10,3,7,3,9,6,13,16
6559,4,8,4,6,3,1,13,4,3,12,10,6,0,8,2,6,5
6560,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8,23
6561,6,9,8,7,9,7,9,6,4,7,9,8,7,7,5,10,22
6562,4,9,5,7,4,10,7,4,6,10,3,7,2,8,5,10,18
6563,1,2,1,4,1,7,7,1,7,7,6,9,0,8,3,8,8
6564,6,9,8,7,7,9,7,6,5,5,9,7,3,8,9,5,24
6565,6,11,9,8,12,10,5,3,2,9,4,8,11,8,4,6,12
6566,4,9,6,7,4,7,5,3,0,6,1,8,2,7,1,7,0
6567,4,7,5,5,2,9,12,2,3,4,11,9,3,12,1,7,21
6568,6,9,6,4,2,5,12,5,2,11,7,4,3,11,2,7,21
6569,2,3,2,5,1,0,1,5,6,0,0,7,0,8,0,8,11
6570,4,9,5,7,5,7,7,8,4,7,6,8,3,8,3,8,14
6571,5,10,5,5,5,7,8,3,5,9,6,7,6,5,7,8,1
6572,3,10,5,7,2,6,6,3,1,6,0,8,2,7,1,7,0
6573,4,7,6,5,4,5,9,3,4,10,9,8,5,8,1,8,13
6574,4,10,6,8,3,8,6,3,7,15,6,10,1,6,1,7,9
6575,3,5,5,5,4,9,8,2,4,7,7,7,4,8,4,5,0
6576,5,9,6,6,3,5,8,8,9,9,8,13,2,10,4,9,2
6577,6,9,8,7,8,7,8,6,2,6,5,11,6,8,10,6,6
6578,4,8,6,7,6,9,8,3,4,6,7,7,5,8,5,5,0
6579,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8,13
6580,8,10,11,8,8,9,6,2,5,9,6,7,8,6,2,8,12
6581,2,4,3,5,3,8,7,6,2,8,7,9,2,9,4,8,16
6582,6,10,9,7,6,8,6,4,6,8,6,7,3,6,4,7,9
6583,4,11,6,8,6,8,8,2,6,7,7,8,5,11,8,8,23
6584,5,11,7,8,7,9,8,3,5,10,4,7,5,5,4,10,17
6585,2,3,4,4,1,7,5,3,1,6,1,8,2,7,2,7,0
6586,1,1,2,2,1,7,7,11,1,5,6,8,4,8,0,8,13
6587,2,4,3,3,1,7,8,7,7,8,10,7,3,9,1,8,20
6588,6,9,6,6,6,3,11,2,3,10,10,8,6,11,2,7,22
6589,5,8,5,6,5,5,10,3,3,9,7,7,7,11,2,5,22
6590,1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8,11
6591,2,4,3,2,2,5,7,4,7,7,7,11,3,9,5,10,10
6592,3,7,4,5,3,4,9,2,8,10,8,10,2,8,4,5,4
6593,4,6,6,4,3,9,8,4,1,7,8,8,8,9,0,8,22
6594,4,7,6,6,5,8,8,2,4,7,7,8,5,7,4,5,0
6595,7,10,9,8,8,7,6,3,5,6,6,10,5,5,12,10,23
6596,3,4,4,3,2,7,7,7,7,7,6,5,2,8,3,7,3
6597,8,11,11,9,7,6,8,1,8,10,8,9,3,8,4,6,23
6598,5,9,5,4,4,9,7,4,6,10,2,6,5,5,5,6,17
6599,7,11,6,6,3,9,8,6,4,7,10,7,7,12,3,8,21
6600,6,9,5,4,2,5,11,3,6,13,7,5,2,8,3,4,19
6601,3,4,4,3,3,7,7,5,6,7,6,6,2,8,6,9,1
6602,4,3,5,5,3,6,9,10,5,7,5,8,2,8,5,10,17
6603,4,5,5,6,5,8,4,3,2,7,4,7,3,7,5,8,7
6604,5,9,4,4,2,9,10,4,4,6,10,6,4,11,3,7,21
6605,4,9,4,7,4,7,7,5,8,5,6,10,1,10,9,9,18
6606,5,11,4,6,3,4,9,6,4,9,9,8,3,9,4,8,14
6607,4,6,4,8,5,8,8,6,2,8,8,10,3,9,5,8,16
6608,5,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8,20
6609,2,4,4,3,2,8,8,2,5,13,4,4,1,10,2,9,15
6610,6,11,6,8,5,4,13,6,4,12,9,4,2,12,1,5,19
6611,4,7,4,5,2,5,8,10,9,8,7,5,3,8,4,8,3
6612,7,11,8,8,7,5,5,6,6,6,5,11,4,10,4,9,6
