,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
3115,24,1,3,2,5,1,4,2,4,7,1,1,1,3,6,1,2,7,0,0,0,2,5,3,0,1,1,6,3,8,1,5,1,4,7,2,2,5,2,1,0,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,26,1,2,5,6,1,4,2,3,3,0,6,5,3,2,2,2,6,2,2,0,3,2,3,1,1,2,4,2,8,1,2,2,5,5,4,7,1,0,0,1,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
3117,9,1,3,2,3,0,3,1,5,8,0,1,1,1,7,2,3,5,2,0,0,2,3,3,2,0,2,4,3,9,0,7,0,2,9,0,4,5,0,0,0,3,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3118,12,1,3,2,3,0,3,3,3,5,2,2,2,2,5,2,6,2,3,0,0,6,0,2,1,2,5,1,0,0,9,9,0,0,4,5,2,3,5,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3119,3,1,2,4,1,1,4,1,4,7,1,2,0,9,0,0,0,9,4,0,0,2,2,1,0,0,5,4,0,5,5,6,2,1,5,4,5,5,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,35,1,4,3,8,0,4,1,5,6,2,2,0,4,5,0,4,5,4,0,0,3,3,0,0,4,0,5,0,5,4,6,2,2,8,1,0,0,4,5,0,7,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,3,2,3,3,1,0,6,1,2,6,0,3,1,4,4,3,2,5,1,0,1,4,2,4,1,3,2,4,1,3,6,7,0,2,7,2,0,4,5,0,0,4,6,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1
3122,33,1,4,2,8,0,8,1,0,9,0,0,0,2,7,2,3,4,3,1,0,4,1,1,3,2,2,4,0,0,9,7,2,0,6,3,0,6,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,25,1,2,4,6,1,5,1,3,5,1,4,5,3,2,2,2,6,4,1,1,3,2,2,2,1,2,4,2,6,3,6,0,3,5,4,3,4,3,1,0,3,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3124,32,1,2,4,7,2,5,0,2,5,2,3,3,5,2,2,3,4,2,0,0,4,2,2,2,1,2,5,1,7,3,6,0,3,7,2,4,3,1,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3125,33,1,3,3,8,1,6,2,2,7,1,2,0,3,6,0,0,9,2,0,0,3,3,2,0,0,0,9,0,3,6,7,1,2,7,2,0,4,0,5,0,6,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,22,2,3,3,5,0,5,0,4,7,0,2,0,2,7,2,1,7,0,2,0,1,1,5,2,0,0,7,0,4,5,6,1,2,7,2,0,6,3,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,26,1,2,4,6,0,7,0,2,4,0,5,4,5,1,1,3,5,2,0,0,4,1,3,1,3,2,2,3,8,1,2,1,7,8,1,4,4,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,4,1,2,6,1,0,4,2,4,6,0,3,3,6,0,1,4,5,2,2,0,2,0,4,2,2,2,4,1,9,0,4,0,5,7,2,4,5,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,36,1,2,5,8,1,4,2,3,3,0,6,5,3,2,2,2,6,2,2,0,3,2,3,1,1,2,4,2,8,1,2,2,5,5,4,7,1,0,0,1,3,3,2,0,0,6,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3130,33,1,3,3,8,0,4,1,5,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,1,2,3,4,1,5,4,6,2,2,8,1,4,4,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,33,1,2,4,8,0,5,2,2,9,0,0,0,6,3,7,0,2,3,5,0,0,0,2,6,0,2,2,0,0,9,9,0,0,2,7,0,2,5,2,0,6,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3132,36,1,2,4,8,2,5,0,3,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,2,3,2,4,0,3,6,7,0,2,6,3,2,4,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3133,23,1,2,2,5,0,6,2,2,4,2,4,4,3,2,2,5,2,2,0,0,3,3,3,2,3,3,3,0,8,1,4,3,3,7,2,3,4,2,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,8,1,3,3,2,1,4,1,4,9,0,0,0,4,5,3,6,1,2,0,0,4,2,2,2,3,3,2,0,0,9,7,2,0,2,7,0,1,6,3,1,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3135,37,1,2,3,8,0,6,1,3,4,3,3,2,5,3,0,4,5,3,0,0,3,2,2,1,1,3,5,1,8,1,6,0,3,7,2,2,2,5,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3136,23,1,2,2,5,0,6,1,2,1,2,6,3,4,3,2,5,3,1,0,0,5,2,2,1,4,2,3,0,9,0,5,1,3,5,4,4,3,3,0,0,3,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3137,3,1,3,4,1,0,9,0,0,9,0,0,0,6,3,0,6,3,4,0,0,4,0,3,3,0,4,3,0,4,6,9,0,0,6,4,3,4,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,34,1,3,3,8,1,5,1,4,6,1,3,1,2,7,4,2,4,2,0,0,6,1,1,4,1,2,3,0,1,8,8,1,0,6,3,1,2,5,3,0,6,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
3139,30,1,2,4,7,0,3,3,4,5,0,4,4,2,3,0,0,9,0,0,0,2,0,7,0,0,0,4,5,9,0,6,0,3,9,0,5,1,3,0,0,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,30,1,2,4,7,0,9,0,0,5,0,4,4,2,3,0,3,6,0,0,2,0,3,5,2,0,0,5,3,0,9,3,2,4,7,2,5,0,4,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,38,1,2,3,9,0,4,2,4,6,0,3,4,4,2,0,2,7,0,0,0,2,4,4,0,2,0,7,0,9,0,3,3,4,7,2,5,2,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,35,1,2,3,8,0,0,2,7,4,3,3,3,2,4,5,4,0,3,2,0,3,2,0,4,2,2,2,0,9,0,7,0,2,6,3,2,5,3,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,27,1,1,5,6,0,5,0,4,5,0,4,8,1,0,1,1,8,1,0,1,3,1,3,1,1,1,1,7,9,0,5,0,4,9,0,3,5,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3144,2,1,2,4,1,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,0,0,0,9,0,5,4,9,0,0,9,0,5,4,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,33,1,3,3,8,0,5,0,4,7,2,0,0,3,6,0,4,5,2,0,2,0,4,3,2,0,2,5,0,4,5,7,2,0,5,4,2,2,3,3,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3146,38,1,3,2,9,0,6,3,0,9,0,0,0,4,5,2,4,4,2,2,0,4,2,1,2,3,2,4,0,9,0,7,0,2,6,3,2,5,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,13,1,3,4,3,0,2,4,4,7,0,2,4,0,5,4,0,5,2,0,0,4,1,3,0,0,5,3,3,9,0,7,0,2,6,3,6,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3148,33,1,3,3,8,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,35,1,4,4,8,1,4,1,4,6,0,3,2,2,5,0,0,9,2,1,1,3,3,2,0,4,5,0,0,3,6,6,1,2,6,3,0,9,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3150,38,1,2,2,9,0,3,1,5,8,0,1,4,1,5,1,1,7,2,0,0,2,3,3,1,0,1,2,6,9,0,7,0,2,9,0,7,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3151,3,1,1,5,1,1,4,1,4,7,1,2,8,1,1,0,3,6,5,0,0,2,0,2,5,3,1,1,0,1,8,6,2,1,5,4,4,1,1,4,0,6,6,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3152,36,1,2,3,8,1,4,1,4,6,2,3,3,4,3,1,4,5,1,1,0,3,2,4,1,2,2,5,1,5,4,6,1,3,7,2,3,4,3,1,0,3,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,39,1,3,3,9,2,7,0,0,8,1,1,1,4,5,0,6,3,2,2,0,4,2,1,2,5,1,3,1,0,9,7,2,1,2,7,0,6,3,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,33,1,2,4,8,2,5,0,3,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,2,3,2,4,0,3,6,7,0,2,6,3,2,4,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3155,34,1,5,2,8,0,8,1,0,9,0,0,0,1,8,1,5,4,2,2,0,4,1,2,2,2,2,4,0,0,9,5,4,0,7,2,0,7,2,0,0,4,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,34,1,3,3,8,1,4,1,4,7,1,2,0,6,3,0,6,3,4,0,0,2,2,1,0,5,0,4,0,3,6,6,2,1,5,4,0,9,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3157,11,1,3,2,3,1,5,2,3,8,1,1,1,4,4,1,6,3,2,0,0,3,5,1,2,1,2,5,1,1,8,8,0,1,7,2,2,5,3,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3158,41,1,3,3,10,2,7,0,0,9,0,0,1,4,4,0,5,4,3,0,0,5,0,2,1,1,5,3,1,1,8,7,2,0,7,2,1,5,2,0,1,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,33,1,3,2,8,0,4,0,5,9,0,0,0,2,7,1,1,8,1,0,0,2,6,2,1,1,1,5,4,3,6,6,1,2,7,2,3,5,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,29,1,3,3,7,2,3,2,4,5,2,3,1,3,5,1,1,8,1,0,0,7,1,1,0,1,1,5,3,1,8,5,2,3,6,3,1,7,1,1,1,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3161,23,1,2,3,5,3,2,1,3,5,2,2,2,5,2,2,4,4,2,2,0,2,3,1,3,2,0,4,0,6,3,7,0,2,6,3,5,0,0,4,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3162,25,1,2,4,6,2,7,1,1,5,0,4,3,2,4,3,2,4,4,3,0,3,1,1,3,2,3,1,3,6,3,3,4,3,3,6,5,2,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,6,1,3,3,2,1,4,2,4,9,0,0,0,4,5,5,3,2,5,0,0,2,2,1,5,2,2,2,0,0,9,7,2,0,2,7,0,2,3,3,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,24,1,3,2,5,0,1,0,8,3,2,4,3,2,5,0,1,8,0,0,0,1,4,5,0,1,0,5,4,8,1,4,0,5,8,1,8,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3165,37,1,2,2,8,0,4,0,5,5,2,2,1,5,3,1,5,3,1,0,1,7,1,1,1,4,2,3,0,1,8,6,2,1,4,5,2,3,4,1,0,4,4,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3166,38,1,3,2,9,0,3,1,5,8,0,1,1,1,7,2,3,5,2,0,0,2,3,3,2,0,2,4,3,9,0,7,0,2,9,0,4,5,0,0,0,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3167,9,1,3,3,3,0,5,0,4,7,2,0,0,2,7,2,5,3,2,0,0,4,2,2,2,2,4,2,1,8,1,9,0,0,5,4,2,4,3,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,1,1,4,3,1,1,5,1,3,6,1,2,0,2,7,8,1,1,6,0,0,2,2,1,5,3,2,1,0,0,9,7,2,1,5,4,0,1,4,5,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,24,1,3,2,5,0,2,3,5,6,1,3,2,2,5,2,2,6,0,0,0,3,2,4,0,2,2,5,1,8,1,6,2,2,9,0,5,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3170,33,1,2,4,8,0,8,0,1,7,0,2,0,7,2,0,4,5,0,1,0,2,6,2,0,1,2,7,1,1,8,7,2,0,7,2,0,6,3,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,23,1,2,3,5,2,5,1,3,3,3,4,4,3,3,2,5,2,2,0,0,3,1,4,1,3,4,2,1,8,1,6,0,3,8,1,4,2,3,0,1,5,3,2,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3172,23,1,1,2,5,0,6,1,2,1,2,6,6,2,1,4,4,2,1,0,0,6,1,3,1,3,4,2,0,9,0,5,1,3,5,4,4,2,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,33,1,3,3,8,1,5,1,3,7,1,2,2,3,5,2,4,4,3,1,2,2,2,1,3,2,3,3,1,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,12,1,3,2,3,0,4,0,5,9,0,0,0,2,7,3,3,4,3,0,0,3,3,2,3,3,0,4,0,9,0,9,0,0,6,3,0,6,2,2,0,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3175,37,1,2,4,8,0,5,1,4,6,1,3,2,4,3,1,3,6,2,0,1,4,3,2,1,2,2,4,2,4,5,4,0,5,7,2,5,2,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3176,2,1,4,2,1,1,4,1,4,7,1,2,2,4,4,5,4,0,0,5,4,0,0,0,9,0,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3177,31,1,3,2,7,1,2,2,5,5,2,3,1,3,6,1,3,6,0,0,0,3,3,3,0,1,2,6,1,8,1,5,1,4,8,1,3,5,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3178,13,1,4,2,3,2,4,1,3,7,1,1,1,2,6,3,4,2,3,0,0,4,2,1,3,3,3,2,0,2,7,9,0,0,5,4,2,3,5,0,0,4,6,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,18,1,1,2,4,1,2,1,6,2,2,7,7,1,2,3,6,1,2,1,0,6,1,2,2,4,3,1,0,6,3,6,1,3,5,4,4,3,2,1,1,3,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3180,23,1,1,3,5,0,5,0,5,0,6,3,7,2,1,0,5,4,2,0,0,4,2,2,1,1,4,1,4,9,0,5,3,3,9,0,5,2,3,0,0,3,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3181,9,1,4,3,3,1,3,2,4,6,1,3,2,2,6,3,4,3,1,1,0,3,2,4,1,2,2,4,1,8,1,7,1,2,8,1,2,6,2,0,0,3,4,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3182,41,1,4,2,10,1,5,1,3,6,1,3,0,3,6,0,2,7,4,0,2,2,0,3,0,2,6,2,0,2,7,6,1,2,6,3,0,0,9,0,0,5,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3183,24,1,2,2,5,0,3,2,5,2,2,6,3,3,3,3,4,3,3,0,0,0,0,6,1,2,2,4,2,9,0,3,0,6,8,1,7,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3184,8,1,3,3,2,1,4,1,4,7,2,1,0,3,6,2,5,2,5,1,0,3,1,1,3,2,3,1,1,1,8,6,0,3,4,5,1,1,6,2,1,6,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3185,2,1,2,5,1,0,9,0,0,9,0,0,0,7,2,6,3,0,6,2,0,2,0,0,7,2,0,0,0,0,9,9,0,0,0,9,2,3,3,2,1,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,8,1,4,3,2,2,5,1,2,8,1,1,0,3,6,3,4,2,4,1,0,3,2,1,3,3,2,2,1,1,8,8,0,1,4,5,1,4,4,1,1,4,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3187,8,2,3,3,2,0,5,2,3,7,1,2,2,3,5,3,4,3,4,0,0,4,1,0,4,2,2,2,0,1,8,8,0,1,6,3,0,5,4,0,0,4,7,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3188,23,1,2,2,5,2,2,2,5,5,1,4,3,4,3,0,6,3,1,0,0,4,3,2,1,2,4,3,0,3,6,5,1,3,8,1,3,5,2,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,7,1,3,2,2,1,2,1,5,7,1,1,1,3,5,3,5,2,3,1,0,4,2,2,2,3,3,2,1,3,6,7,1,2,5,4,2,3,4,2,1,5,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3190,34,1,3,3,8,0,2,2,5,7,0,2,0,2,7,0,4,5,0,0,0,0,9,0,0,0,0,9,0,9,0,5,0,4,9,0,4,5,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,24,1,2,3,5,0,4,2,3,5,1,3,2,4,3,0,3,6,1,0,1,2,2,5,1,1,2,5,3,8,1,6,1,3,6,3,4,4,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3192,8,1,3,3,2,0,5,3,2,7,1,1,1,4,5,2,5,3,2,0,1,3,2,2,2,3,1,4,0,5,4,7,1,1,5,4,2,2,5,1,0,4,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,17,1,2,2,4,0,0,2,7,4,2,4,4,2,3,5,4,0,2,2,0,4,1,2,4,3,2,1,1,7,2,5,0,4,5,4,4,2,2,2,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
