,0,1,2,3,4,5
1411,1.033,1.762,-0.258,-0.14,-0.084,0
1412,0.371,1.194,1.549,0.687,-0.474,0
1413,0.215,1.196,0.913,1.121,-0.47,0
1414,0.268,0.558,0.412,1.417,0.709,1
1415,2.039,1.226,0.508,0.35,-0.135,0
1416,1.09,1.212,1.154,0.432,0.239,1
1417,0.996,1.283,0.315,-0.108,0.078,0
1418,2.203,-0.374,-0.128,-0.092,-0.065,0
1419,1.139,0.662,2.77,-0.607,-0.242,1
1420,-0.163,-0.321,-0.732,1.244,-0.684,0
1421,0.268,2.128,1.794,-0.614,-0.269,0
1422,0.584,2.299,0.586,0.344,-0.144,0
1423,0.076,0.423,1.138,1.862,0.0,0
1424,0.446,0.611,2.199,0.807,1.199,1
1425,0.16,0.599,1.513,0.893,-0.462,1
1426,0.603,2.469,0.961,1.279,-0.361,1
1427,1.329,1.413,0.913,0.69,1.283,1
1428,0.324,1.31,0.96,-0.298,0.532,0
1429,1.932,0.888,-0.324,0.439,-0.329,0
1430,2.763,0.624,0.157,0.106,-0.06,0
1431,0.366,1.292,0.89,0.819,0.444,1
1432,0.74,2.248,-0.622,-0.25,-0.145,0
1433,0.723,3.151,-0.514,0.284,-0.198,0
1434,2.348,0.282,0.143,0.164,-0.065,0
1435,0.234,1.459,2.048,1.016,1.183,0
1436,0.248,0.601,0.681,0.993,1.2,1
1437,0.618,2.822,-0.629,0.446,1.001,0
1438,0.278,2.076,0.841,1.383,-0.414,1
1439,0.666,3.208,-0.503,-0.23,0.349,0
1440,0.372,1.829,1.163,-0.44,0.0,0
1441,0.257,0.317,0.61,2.224,-0.794,0
1442,0.609,1.765,1.198,0.905,1.245,0
1443,0.176,0.977,2.473,-0.7,0.0,0
1444,1.047,2.068,1.532,-0.297,-0.138,1
1445,0.24,1.023,1.346,-0.557,-0.534,0
1446,0.589,0.89,1.737,0.931,-0.557,0
1447,0.279,0.592,0.73,1.236,0.0,0
1448,2.601,0.422,-0.144,-0.08,0.119,0
1449,0.526,2.483,1.42,0.622,0.0,0
1450,0.697,1.505,1.004,-0.429,1.618,0
1451,1.236,1.94,-0.356,-0.177,-0.107,0
1452,0.123,0.726,0.707,1.575,0.0,0
1453,0.386,1.911,0.652,0.354,-0.152,0
1454,0.335,0.705,0.587,1.756,-1.04,1
1455,2.203,0.377,-0.094,0.067,0.048,0
1456,0.213,1.032,2.25,-0.676,0.0,0
1457,0.267,1.309,1.846,0.741,-0.342,0
1458,0.206,1.345,1.822,0.693,0.0,0
1459,0.198,0.639,1.029,0.671,1.312,1
1460,0.238,0.454,1.589,1.38,0.692,0
1461,0.505,2.669,-0.51,-0.296,0.0,0
1462,2.522,0.476,0.192,0.146,-0.051,0
1463,0.256,0.594,0.877,2.069,-0.706,0
1464,-0.165,0.458,0.662,1.811,-1.284,1
1465,0.331,0.59,2.549,0.834,0.376,0
1466,2.99,0.309,-0.153,-0.171,-0.13,0
1467,0.435,2.408,1.477,0.701,0.0,0
1468,2.367,0.283,0.158,0.156,-0.06,0
1469,0.466,1.018,1.778,-0.431,-0.202,0
1470,0.708,0.435,0.905,-0.27,-0.098,0
1471,0.219,1.279,2.585,-0.599,0.462,0
1472,-0.426,-0.74,1.046,-0.529,-0.319,1
1473,0.516,1.19,0.935,0.766,-0.709,1
1474,2.509,0.944,0.405,-0.107,-0.059,0
1475,0.212,0.368,0.597,1.029,0.0,0
1476,0.303,1.333,1.895,-0.562,0.0,1
1477,0.127,0.732,0.356,1.236,0.0,1
1478,0.579,3.262,-0.709,-0.285,-0.211,0
1479,2.014,0.545,-0.107,-0.06,-0.038,0
1480,0.257,0.317,0.61,2.224,-0.794,0
1481,2.126,1.611,1.019,-0.3,-0.126,0
1482,0.21,0.45,0.747,0.946,0.0,1
1483,0.226,0.958,2.176,1.043,-0.352,0
1484,2.409,0.29,0.153,0.162,-0.061,0
1485,0.2,1.367,1.592,-0.523,-0.196,0
1486,0.503,2.681,-0.614,-0.278,-0.178,0
1487,0.142,1.011,0.624,1.292,0.0,1
1488,0.624,2.58,-0.602,-0.237,-0.133,0
1489,0.749,1.506,-0.321,-0.115,0.079,0
1490,2.255,0.648,-0.111,0.111,-0.049,0
1491,0.084,0.41,0.827,0.671,0.478,0
1492,0.773,2.314,1.457,0.646,0.835,1
1493,0.314,0.665,0.361,1.111,0.659,1
1494,0.822,1.043,1.901,1.127,1.375,1
1495,1.129,1.229,-0.224,-0.089,-0.056,0
1496,0.166,0.873,2.163,-0.837,-0.398,0
1497,0.31,1.226,0.86,1.086,0.689,1
1498,0.154,0.343,0.452,-0.59,1.742,0
1499,0.253,2.692,-0.521,0.274,0.166,0
1500,0.112,0.598,1.302,2.198,-0.826,0
1501,0.327,0.51,1.476,-1.004,1.941,1
1502,0.519,1.999,2.438,-0.632,-0.309,0
1503,0.279,0.929,2.174,1.115,-0.46,0
1504,1.335,1.345,-0.219,-0.089,-0.055,0
1505,1.297,1.473,-0.26,0.322,0.0,0
1506,0.133,0.506,1.022,0.84,-0.477,1
1507,0.404,1.284,0.837,0.448,-0.135,0
1508,0.37,0.488,1.665,2.657,-0.785,1
1509,0.182,0.614,0.629,0.449,0.0,1
1510,3.576,-0.319,-0.124,0.095,-0.065,0
1511,0.472,0.956,1.583,-0.356,-0.173,0
1512,0.438,2.465,-0.387,-0.202,-0.194,0
1513,2.967,1.482,0.376,-0.13,-0.074,0
1514,0.378,2.203,1.577,0.783,-0.34,0
1515,0.815,0.845,0.194,0.082,0.084,0
1516,2.092,1.178,0.318,0.242,-0.067,0
1517,0.162,0.753,0.951,1.923,0.0,1
1518,1.251,0.944,-0.18,0.093,0.0,0
1519,0.673,0.596,0.65,2.123,-0.553,1
1520,1.305,0.795,1.715,0.884,0.562,1
1521,0.967,2.69,-0.413,-0.337,0.813,0
1522,0.54,1.666,1.936,1.432,-0.431,1
1523,0.206,0.605,0.757,1.918,-0.502,0
1524,0.627,2.967,-0.547,1.082,-0.279,1
1525,3.5,1.474,-0.182,-0.045,-0.032,0
1526,0.783,3.076,-0.424,0.304,0.399,0
1527,0.431,0.475,1.736,1.339,1.742,1
1528,3.356,-0.36,-0.132,-0.085,-0.072,0
1529,1.7,0.823,-0.409,1.83,-0.441,0
1530,0.103,0.453,0.788,2.483,-0.904,1
1531,0.065,0.279,0.432,1.497,-0.623,0
1532,1.004,2.024,0.606,1.205,-0.397,0
1533,0.252,2.056,0.794,0.26,0.168,0
1534,0.116,0.471,0.873,2.121,-0.681,1
1535,0.487,1.881,1.522,1.629,-0.476,1
1536,0.478,3.147,-0.605,-0.303,-0.331,0
1537,0.66,2.362,-0.544,0.298,0.15,0
1538,-0.118,0.497,0.8,1.743,-0.776,1
1539,0.184,1.364,1.415,0.658,-0.626,0
1540,1.081,1.791,-0.267,-0.111,0.103,0
1541,0.075,0.359,1.007,1.857,-0.832,1
1542,3.21,1.435,-0.182,-0.086,-0.06,0
1543,1.131,2.61,-0.358,-0.158,0.22,0
1544,0.579,2.812,0.757,0.495,0.699,1
1545,-0.194,2.018,0.89,0.504,0.0,0
1546,2.437,1.412,0.43,0.15,0.309,0
1547,0.283,2.093,1.121,0.57,-0.448,0
1548,1.065,1.975,-0.349,0.217,0.126,0
1549,0.331,1.72,0.6,0.3,-0.119,0
1550,2.065,0.519,-0.115,0.14,-0.076,0
1551,-0.32,-0.587,1.347,-0.637,-0.47,0
1552,0.343,1.65,2.263,-0.612,0.0,0
1553,2.911,0.613,0.201,0.093,0.079,0
1554,0.529,3.296,-0.577,0.887,-0.272,0
1555,-0.104,-0.438,-0.816,-0.886,0.0,1
1556,1.719,1.625,-0.264,-0.088,0.0,0
1557,0.289,1.059,1.928,-0.874,1.442,1
1558,0.73,1.373,-0.254,-0.109,-0.058,0
1559,1.926,0.811,0.193,0.162,0.171,0
1560,1.335,0.559,0.149,0.139,-0.214,0
1561,0.17,0.463,0.585,-0.848,0.0,0
1562,0.336,0.81,0.796,0.968,0.921,1
1563,0.415,1.692,1.53,0.901,1.131,1
1564,0.439,2.04,0.663,0.454,0.0,0
1565,1.834,2.557,-0.313,-0.143,-0.099,0
1566,0.163,0.544,0.506,-0.782,2.112,0
1567,2.133,1.473,-0.194,-0.073,0.09,0
1568,3.027,-0.315,0.164,-0.109,-0.113,0
1569,2.607,0.359,0.12,0.093,0.087,0
1570,0.792,2.015,0.735,1.552,-0.427,0
1571,-0.058,4.378,-0.48,-0.253,-0.163,0
1572,0.365,1.607,1.354,-0.462,0.0,0
1573,0.951,0.414,1.981,-0.633,0.34,1
1574,1.4,1.606,0.361,0.258,0.144,0
1575,0.159,1.123,1.377,-0.459,-0.178,0
1576,0.348,0.475,0.973,2.294,-0.962,0
1577,0.376,1.968,0.657,-0.275,-0.195,0
1578,1.125,1.966,-0.354,-0.13,0.135,0
1579,0.899,1.904,-0.411,0.367,1.19,0
1580,1.265,2.212,-0.34,-0.167,0.337,0
1581,0.769,2.512,-0.416,0.27,-0.232,0
1582,0.151,0.415,0.501,2.147,-0.987,0
1583,0.346,0.526,1.47,1.195,1.876,1
1584,2.521,0.403,-0.107,0.1,-0.068,0
1585,0.235,0.966,2.033,-0.638,-0.266,0
1586,0.344,1.233,2.288,0.942,1.1,1
1587,2.259,1.52,-0.264,-0.145,-0.08,0
1588,1.167,2.286,0.792,0.269,-0.134,1
1589,0.32,1.827,0.587,0.23,-0.133,0
1590,0.229,0.998,2.236,-0.651,-0.296,0
1591,0.439,0.896,1.934,0.769,0.0,1
1592,0.132,0.517,0.811,2.237,0.0,1
1593,2.505,0.469,0.249,0.092,0.089,0
1594,0.221,0.754,1.001,1.235,0.0,1
1595,0.186,1.411,1.129,0.649,0.0,0
1596,0.431,2.627,1.902,-0.469,-0.194,1
1597,2.23,0.488,0.107,0.102,-0.044,0
1598,0.238,1.811,0.682,0.257,0.119,0
1599,0.216,1.59,1.132,0.486,-0.201,0
1600,0.345,1.261,1.718,1.312,-0.712,1
1601,0.212,1.587,-0.747,-0.339,-0.168,0
1602,0.501,3.293,-0.55,0.312,0.375,0
1603,1.654,1.518,0.68,0.716,0.826,0
1604,-0.147,-0.297,-0.468,1.205,0.0,1
1605,0.418,0.767,0.368,1.507,-0.647,1
1606,0.166,0.357,0.534,-0.32,0.0,0
1607,2.667,0.33,0.189,0.226,-0.08,0
1608,1.622,1.335,-0.202,0.13,0.151,0
1609,0.423,0.607,1.774,0.993,1.777,1
1610,1.304,2.718,-0.422,0.257,0.342,0
1611,1.013,2.31,1.406,0.748,-0.207,1
1612,1.336,1.061,1.238,1.11,0.683,0
1613,0.907,1.676,0.617,0.197,-0.13,0
1614,0.22,1.327,1.277,-0.376,-0.236,0
1615,0.161,0.685,0.912,2.073,0.0,1
1616,1.558,0.539,-0.087,0.08,0.062,0
1617,0.87,1.053,0.731,0.57,0.851,1
1618,2.038,2.236,-0.452,-0.132,-0.083,1
1619,2.097,0.466,-0.092,0.103,-0.047,0
1620,2.236,1.288,0.45,0.442,-0.23,0
1621,1.859,0.81,0.183,0.158,0.16,0
1622,0.437,1.932,1.163,0.588,-0.29,0
1623,0.598,2.389,0.797,0.305,0.19,0
1624,0.229,1.178,1.965,-0.581,0.0,0
1625,2.51,-0.217,0.213,0.159,-0.092,0
1626,0.178,1.103,1.556,-0.458,0.0,0
1627,0.128,0.788,0.52,1.231,0.0,1
1628,0.15,0.661,1.404,2.273,0.0,0
1629,0.218,1.072,1.943,-0.603,-0.226,0
1630,2.094,1.535,0.75,-0.175,0.146,0
1631,2.315,0.831,-0.138,0.081,0.098,0
1632,3.156,0.537,0.204,-0.065,-0.04,0
1633,1.864,2.255,-0.325,0.235,0.309,0
1634,0.537,1.104,1.705,1.35,0.0,1
1635,0.386,1.576,1.853,-0.535,-0.264,0
1636,2.514,-0.238,0.103,0.089,0.09,0
1637,0.56,-1.17,1.664,-0.599,-0.315,0
1638,0.555,1.681,-0.546,-0.238,-0.174,0
1639,0.286,1.034,2.5,-0.732,0.0,0
1640,0.311,1.405,1.519,-0.45,-0.255,0
1641,0.421,1.589,0.578,-0.226,-0.113,0
1642,2.942,0.53,-0.105,0.081,-0.041,0
1643,0.179,1.111,1.985,-0.639,-0.268,0
1644,0.445,2.413,-0.593,-0.228,-0.133,0
1645,-0.072,0.661,1.134,1.246,0.76,1
1646,2.493,0.265,-0.095,0.081,-0.047,0
1647,0.238,1.965,0.718,0.375,0.0,0
1648,0.502,2.603,0.912,0.986,0.547,1
1649,0.167,0.364,0.556,0.324,0.804,0
1650,0.724,2.437,0.685,0.398,-0.373,0
1651,0.196,0.525,0.651,1.087,2.552,0
1652,1.476,1.929,1.524,-0.3,-0.122,1
1653,1.454,1.226,-0.265,0.1,-0.054,0
1654,3.164,-0.263,-0.098,0.069,-0.057,0
1655,1.338,1.555,0.496,0.516,1.038,0
1656,0.457,3.001,-0.43,-0.189,-0.166,0
1657,1.696,1.867,-0.27,0.139,0.158,0
1658,1.4,1.26,0.292,0.157,-0.167,0
1659,0.662,2.223,1.825,-0.417,-0.239,0
1660,0.657,2.138,0.619,0.292,-0.149,0
1661,0.381,0.994,1.96,1.183,0.648,0
1662,0.177,0.546,0.556,1.665,1.184,1
1663,0.621,0.433,1.557,0.719,0.719,1
1664,2.614,0.997,0.347,0.36,0.297,0
1665,0.4,3.424,-0.563,-0.259,-0.152,0
1666,0.443,2.273,1.764,0.697,-0.297,0
1667,0.524,2.181,-0.506,0.329,0.0,0
1668,2.734,0.495,-0.106,0.07,0.051,0
1669,0.255,0.659,1.591,1.318,0.7,0
1670,0.185,1.416,2.055,0.872,0.0,0
1671,0.421,2.318,1.101,0.546,-0.252,0
1672,0.437,1.387,2.311,-0.658,0.499,0
1673,0.132,0.515,0.665,1.668,-0.674,1
1674,-0.193,2.404,0.942,0.491,0.0,0
1675,2.783,0.299,-0.098,0.085,-0.061,0
1676,0.944,1.258,0.308,-0.109,0.072,0
1677,0.208,0.406,0.625,1.704,1.572,1
1678,0.909,2.261,-0.479,-0.195,-0.109,0
1679,0.149,0.536,0.941,1.808,-0.623,1
1680,2.08,0.707,-0.111,-0.067,0.063,0
1681,0.253,0.406,0.468,1.568,1.673,0
1682,1.797,2.261,-0.505,0.23,0.21,0
1683,0.159,1.248,1.135,-0.353,0.0,0
1684,0.134,0.326,0.478,-0.788,1.599,0
1685,3.169,0.412,-0.148,-0.073,-0.045,0
1686,3.607,0.572,0.336,0.327,-0.114,0
1687,0.211,1.067,1.741,-0.564,0.0,0
1688,0.233,0.543,0.622,1.316,0.0,1
1689,0.542,3.126,-0.557,1.004,-0.27,0
1690,0.352,1.147,1.63,0.647,-0.518,0
1691,0.318,0.964,0.848,-0.477,0.0,1
1692,0.538,1.103,1.581,-0.509,-0.267,1
1693,0.421,1.998,0.677,0.319,0.195,0
1694,0.156,0.464,0.533,0.801,-0.423,1
1695,0.128,0.338,0.32,0.777,1.814,0
1696,0.395,0.644,3.005,-0.542,0.52,1
1697,0.1,0.28,0.501,-0.186,0.529,0
1698,0.237,1.009,2.565,-0.848,0.614,0
1699,0.517,2.071,1.352,-0.423,0.0,0
1700,2.606,-0.26,-0.133,-0.078,0.108,0
1701,0.434,0.381,0.882,0.984,1.251,0
1702,0.458,1.129,0.473,-0.542,1.27,1
1703,-0.104,0.551,1.352,1.942,-0.836,0
1704,0.269,0.579,0.86,-0.589,1.974,0
1705,0.176,1.631,0.679,0.345,0.0,0
1706,0.553,2.15,0.948,0.39,0.192,0
1707,0.523,1.005,1.486,0.892,-0.351,1
1708,0.34,1.823,0.536,0.273,-0.137,0
1709,1.887,2.525,-0.323,-0.149,-0.11,0
1710,0.267,1.948,1.019,0.563,0.0,0
1711,0.098,0.526,1.126,0.0,0.0,0
1712,0.606,2.201,1.476,1.27,-0.276,1
1713,1.406,2.253,-0.535,-0.201,0.1,0
1714,1.68,2.342,-0.337,-0.138,0.135,0
1715,0.586,2.32,2.095,-0.587,-0.313,0
1716,0.593,2.432,-0.471,0.25,0.214,0
1717,0.216,0.732,0.77,1.698,0.843,1
1718,0.859,1.516,0.362,0.236,-0.187,0
1719,3.264,-0.306,-0.135,0.101,0.056,0
1720,0.214,0.546,0.415,1.385,-0.702,1
1721,2.174,1.091,-0.128,0.105,0.076,0
1722,0.132,0.543,1.111,1.6,-0.551,1
1723,2.765,1.015,0.509,0.546,0.385,0
1724,0.135,0.584,0.741,2.355,0.0,0
1725,0.204,1.385,1.795,-0.612,-0.283,0
1726,0.283,1.261,2.762,-0.77,0.0,0
1727,2.545,0.316,-0.103,0.087,0.062,0
1728,0.249,1.147,3.108,-0.844,0.0,0
1729,0.524,2.902,-0.59,1.191,-0.328,0
1730,-0.24,-0.446,-0.452,0.939,1.058,0
1731,0.743,1.36,-0.776,1.141,-0.308,1
1732,1.838,0.583,-0.084,0.091,0.062,0
1733,0.328,0.901,2.62,1.194,-0.555,0
1734,0.384,1.701,2.268,-0.641,0.0,0
1735,0.95,0.555,1.311,1.481,1.496,1
1736,0.782,1.778,-0.43,-0.158,0.108,0
1737,1.744,2.206,-0.476,0.225,-0.153,0
1738,0.279,1.879,1.856,-0.597,0.0,0
1739,0.352,1.119,1.644,-0.634,-0.324,1
1740,1.177,0.625,1.634,0.618,0.273,1
1741,0.245,1.495,1.543,0.718,-0.4,0
1742,0.105,0.526,1.282,2.081,-0.709,0
1743,0.115,0.444,-0.433,2.178,0.0,0
1744,0.49,0.442,1.683,1.071,-0.371,1
1745,0.114,0.465,0.749,0.635,0.0,1
1746,0.061,0.224,0.131,-0.207,0.0,0
1747,0.544,1.256,1.727,0.884,1.175,1
1748,1.936,0.557,-0.107,0.14,-0.206,0
1749,0.307,0.499,1.35,1.557,1.779,1
1750,0.238,1.519,0.643,0.27,0.169,0
1751,0.78,1.52,1.042,1.115,1.255,1
1752,0.65,2.903,-0.763,-0.301,-0.153,0
1753,0.386,2.363,-0.524,0.464,-0.173,0
1754,0.345,2.155,-0.48,0.318,-0.109,0
1755,0.729,1.166,1.935,0.736,1.285,1
1756,2.829,1.492,-0.281,0.337,0.359,0
1757,1.056,2.294,1.553,-0.396,-0.163,1
1758,0.324,0.411,1.494,1.456,-0.777,0
1759,0.51,2.301,-0.573,-0.222,0.0,0
1760,0.323,1.76,1.394,-0.406,-0.241,0
1761,0.195,0.443,0.755,0.65,0.758,1
1762,0.288,2.901,-0.434,0.25,0.164,0
1763,2.819,0.34,0.188,0.085,0.108,0
1764,0.314,3.283,-0.709,0.342,-0.178,0
1765,0.515,1.952,1.204,-0.345,-0.175,0
1766,1.079,2.048,-0.439,1.475,-0.455,0
1767,0.202,0.596,1.494,0.648,1.14,1
1768,0.597,3.028,-0.424,0.302,0.937,0
1769,2.84,0.694,0.395,-0.087,0.08,0
1770,0.219,0.484,-0.573,-1.097,-0.629,1
1771,-0.523,-0.751,-0.851,-0.583,1.304,1
1772,0.136,0.344,0.534,0.508,1.165,0
1773,0.636,0.675,1.915,1.531,0.725,1
1774,0.332,1.406,1.79,-0.444,-0.255,0
1775,0.294,1.19,2.566,-0.72,-0.33,0
1776,0.147,0.417,0.515,-0.73,0.0,0
1777,1.249,2.548,1.009,0.749,-0.182,1
1778,0.371,1.222,1.661,0.645,0.0,0
1779,0.742,3.039,-0.471,-0.191,0.189,0
1780,2.504,0.461,0.21,0.17,-0.066,0
1781,0.644,1.912,-0.322,-0.154,0.136,0
1782,0.303,1.696,1.027,0.449,-0.241,0
1783,0.064,0.286,0.689,0.449,-0.448,1
1784,2.324,0.65,-0.112,0.131,-0.052,0
1785,1.061,2.765,-0.46,0.286,0.73,0
1786,0.202,0.486,0.528,1.473,-0.81,1
1787,1.158,0.988,-0.194,0.094,0.061,0
1788,0.811,2.098,0.834,1.39,-0.433,0
1789,0.928,2.511,-0.43,0.97,-0.284,1
1790,0.908,0.772,1.949,1.827,-0.504,1
1791,3.273,0.455,0.488,0.576,0.307,0
1792,2.283,-0.2,0.092,0.071,-0.067,0
1793,0.996,2.348,-0.41,-0.202,0.0,0
1794,1.604,0.991,1.616,0.869,0.765,1
1795,2.785,0.581,0.279,-0.073,0.081,0
1796,0.377,0.801,2.391,-0.743,-0.506,1
1797,0.46,1.935,1.194,0.607,-0.212,0
1798,1.583,2.372,-0.478,-0.209,-0.109,0
1799,0.816,2.06,-0.45,-0.191,-0.113,0
1800,0.121,0.718,0.396,0.716,0.0,0
1801,0.226,1.21,-0.274,0.435,0.55,0
1802,0.455,2.558,-0.656,0.573,1.14,0
1803,0.476,1.125,0.832,1.147,-0.518,1
1804,0.099,0.378,0.766,0.692,0.502,1
1805,1.414,0.591,0.157,0.141,-0.205,0
1806,0.513,1.105,1.385,-0.358,0.257,0
1807,0.296,1.804,0.962,0.416,-0.172,0
1808,0.763,1.414,1.484,-0.299,-0.313,1
1809,0.442,2.568,0.851,0.469,-0.275,0
1810,0.251,1.268,0.739,0.863,0.0,1
1811,0.179,0.878,0.698,1.531,0.0,1
1812,3.467,-0.319,0.408,0.405,-0.111,0
1813,0.974,1.071,-0.194,-0.079,-0.058,0
1814,1.405,2.724,-0.447,0.423,0.299,0
1815,0.671,0.593,2.116,1.026,1.258,1
1816,2.631,0.604,-0.12,0.098,-0.061,0
1817,0.426,0.754,1.966,0.915,1.399,1
1818,0.132,1.589,1.012,0.685,0.0,0
1819,0.887,1.627,-0.274,0.172,-0.14,0
1820,0.524,2.625,0.931,0.481,-0.194,0
1821,0.89,2.261,-0.527,-0.224,0.154,0
1822,0.478,2.114,-0.458,-0.191,-0.116,0
1823,0.435,3.341,-0.518,-0.294,0.625,0
1824,0.348,0.918,2.355,1.037,0.421,0
1825,2.112,1.354,-0.184,-0.097,0.077,0
1826,0.281,0.576,0.628,-0.346,0.99,0
1827,0.149,0.513,0.622,1.332,0.851,1
1828,0.262,1.54,2.029,-0.76,0.65,0
1829,0.176,0.472,1.928,-0.583,0.0,1
1830,0.487,1.881,1.522,1.629,-0.476,1
1831,0.364,1.876,2.619,-0.613,-0.267,0
1832,0.397,0.967,2.542,-0.79,-0.333,0
1833,0.544,2.494,1.148,1.169,-0.355,1
1834,0.607,2.526,1.618,-0.467,-0.205,0
1835,0.52,0.38,0.535,1.639,0.997,1
1836,0.528,0.949,1.6,-0.418,1.071,1
1837,2.043,1.455,0.504,0.394,-0.131,0
1838,0.16,0.468,0.48,0.798,0.0,0
1839,0.544,1.687,0.933,-0.294,0.355,0
1840,0.182,0.515,0.739,1.773,0.0,1
1841,3.5,-0.292,0.161,-0.086,-0.085,0
1842,0.328,0.517,1.49,0.888,1.952,1
1843,0.454,0.99,1.292,0.833,2.049,1
1844,0.236,0.46,2.043,0.909,0.646,0
1845,0.627,0.871,1.992,-0.54,-0.384,1
1846,0.962,2.006,-0.386,-0.173,-0.111,0
1847,2.328,0.651,-0.112,0.131,-0.051,0
1848,0.31,1.211,0.923,2.254,-0.569,1
1849,0.513,3.256,-0.436,-0.268,0.322,0
1850,0.515,2.984,-0.793,0.352,-0.202,0
1851,0.221,1.265,1.291,0.504,-0.197,0
1852,1.839,0.735,0.208,0.143,-0.075,0
1853,0.159,0.935,2.185,-0.991,-0.428,0
1854,0.114,0.366,0.477,-0.74,2.273,0
1855,2.063,0.734,0.317,0.488,-0.447,0
1856,1.376,1.472,-0.29,0.24,-0.172,0
1857,2.744,0.524,1.465,-0.331,-0.129,0
1858,0.973,2.317,-0.46,1.452,-0.404,0
1859,0.687,2.277,1.469,-0.354,-0.167,0
1860,3.266,-0.23,0.174,0.113,-0.117,0
1861,0.197,1.416,2.061,-0.848,-0.299,0
1862,0.257,1.182,2.417,-0.7,1.29,0
1863,2.993,0.385,1.248,-0.301,-0.118,0
1864,0.375,1.797,0.708,0.401,0.0,0
1865,0.502,2.169,0.845,-0.253,-0.158,0
1866,-0.129,1.094,2.569,-0.844,-0.416,0
1867,0.27,1.184,2.32,-0.609,0.0,0
1868,0.31,0.953,1.54,1.066,0.639,1
1869,0.401,1.784,1.217,0.458,-0.284,0
1870,0.52,1.97,0.55,0.248,-0.141,0
1871,0.391,2.897,-0.59,0.371,0.953,0
1872,0.255,1.428,1.474,0.525,-0.203,0
1873,0.252,2.769,-0.651,0.331,0.214,0
1874,0.137,0.268,0.41,0.996,1.737,0
1875,0.337,1.18,1.616,0.741,-0.396,0
1876,0.98,-0.688,-0.404,-1.3,-0.836,0
1877,0.305,0.921,1.172,2.318,-0.814,1
1878,0.279,0.892,2.474,-0.531,-0.307,0
1879,0.339,1.134,2.134,-0.593,-0.27,0
1880,0.272,0.527,0.821,1.185,1.092,1
1881,2.177,1.375,-0.208,-0.083,0.087,0
1882,0.383,1.876,0.687,0.306,0.0,0
1883,0.231,1.25,1.936,-0.53,-0.497,0
1884,-0.089,1.333,-0.289,0.746,-0.266,0
1885,0.433,2.88,0.945,0.65,-0.23,1
1886,0.514,2.276,-0.549,-0.189,0.132,0
1887,0.501,1.934,-0.39,-0.211,-0.1,0
1888,3.098,0.358,1.359,-0.324,-0.126,0
1889,0.099,0.789,-0.833,1.781,-0.602,1
1890,3.466,0.481,-0.134,0.109,0.077,0
1891,0.216,0.365,0.371,0.981,1.464,0
1892,0.181,0.48,-0.852,1.305,-0.543,0
1893,0.119,0.804,0.373,1.278,0.0,1
1894,0.121,0.671,0.951,2.188,0.0,0
1895,0.082,0.343,0.429,-0.823,2.113,1
1896,0.696,0.788,1.702,2.166,0.0,1
1897,2.414,1.231,-0.281,0.131,0.278,0
1898,1.667,0.772,0.16,0.123,0.089,0
1899,2.131,0.528,0.131,0.072,0.06,0
1900,0.608,2.829,-0.437,0.247,-0.213,0
1901,0.474,1.041,1.766,1.376,-0.47,0
1902,1.231,1.8,0.877,1.553,-0.374,1
1903,0.94,1.464,1.335,0.546,1.342,1
1904,0.108,0.493,0.524,1.885,1.707,0
1905,0.457,1.035,1.066,0.84,0.0,1
1906,0.706,0.837,1.422,0.916,1.748,1
1907,0.798,3.137,-0.603,0.545,0.249,0
1908,0.961,1.678,1.486,0.932,0.726,1
1909,0.706,2.845,0.779,-0.202,-0.111,0
1910,0.215,2.081,-0.428,0.287,-0.181,0
1911,1.383,1.322,0.348,-0.109,0.14,0
1912,0.495,2.619,0.691,0.362,-0.155,0
1913,0.154,0.339,0.454,-0.625,1.84,0
1914,0.272,0.699,0.419,1.115,-0.529,1
1915,0.115,0.528,1.125,2.296,0.0,0
1916,3.137,-0.266,0.108,0.091,-0.082,0
1917,0.463,2.963,-0.63,0.324,0.991,0
1918,0.817,1.094,-0.228,0.143,-0.098,0
1919,0.404,1.193,1.848,1.005,0.0,0
1920,0.297,0.545,0.349,1.286,0.849,1
1921,1.208,1.688,-0.517,-0.256,-0.178,1
1922,0.476,2.249,1.43,0.691,-0.217,0
1923,0.164,0.706,1.122,1.936,-0.614,0
1924,0.202,0.733,0.89,-0.343,1.266,1
1925,2.337,0.69,0.299,0.223,-0.393,0
1926,2.558,0.56,0.572,0.476,0.341,0
1927,0.256,2.111,1.173,-0.532,-0.244,0
1928,0.212,1.047,1.964,-0.541,0.0,0
1929,0.341,0.792,2.458,-0.985,-0.459,0
1930,0.208,0.824,1.253,1.792,-0.738,1
1931,0.302,3.331,-0.664,0.32,-0.172,0
1932,2.533,0.267,0.133,0.16,-0.064,0
1933,0.292,0.317,0.71,1.238,0.913,1
1934,1.796,0.6,0.135,0.211,-0.144,0
1935,0.511,0.487,1.832,1.094,-0.397,1
1936,0.755,1.187,0.829,1.122,0.604,1
1937,0.344,1.503,0.948,-0.319,0.459,0
1938,0.239,0.524,0.571,-0.407,-1.046,0
1939,0.999,2.345,-0.471,1.402,-0.391,0
1940,0.233,1.546,1.399,0.716,-0.422,0
1941,1.515,2.574,-0.476,0.396,0.374,0
1942,0.29,0.831,1.73,0.87,0.0,0
1943,0.304,1.88,-0.445,0.322,-0.118,0
